hsa	gge
hsa0000123527	gge0000072552
hsa0000123529	gge0000072554
hsa0000123530	gge0000072555
hsa0000123531	gge0000072556
hsa0000123533	gge0000072558
hsa0000123597	gge0000070383
hsa0000123850	gge0000003816
hsa0000123852	gge0000003818
hsa0000123855	gge0000003821
hsa0000123856	gge0000003822
hsa0000123862	gge0000003827
hsa0000123926	gge0000193600
hsa0000123937	gge0000069989
hsa0000123956	gge0000194318
hsa0000123957	gge0000194319
hsa0000123966	gge0000194326
hsa0000124037	gge0000054915
hsa0000124046	gge0000054924
hsa0000124047	gge0000054924
hsa0000124074	gge0000194755
hsa0000124108	gge0000194099
hsa0000124109	gge0000194100
hsa0000124188	gge0000062535
hsa0000124237	gge0000031664
hsa0000124238	gge0000031664
hsa0000124242	gge0000031666
hsa0000124259	gge0000054932
hsa0000124261	gge0000054937
hsa0000124262	gge0000054938
hsa0000124313	gge0000194180
hsa0000124318	gge0000194184
hsa0000124321	gge0000194185
hsa0000124323	gge0000194186
hsa0000124326	gge0000194187
hsa0000124331	gge0000194191
hsa0000124418	gge0000031423
hsa0000124419	gge0000031423
hsa0000124468	gge0000030399
hsa0000124473	gge0000030104
hsa0000124499	gge0000030963
hsa0000124506	gge0000030969
hsa0000124573	gge0000031043
hsa0000124574	gge0000031044
hsa0000124575	gge0000031045
hsa0000124584	gge0000031051
hsa0000124589	gge0000031055
hsa0000124595	gge0000031258
hsa0000124658	gge0000032146
hsa0000124659	gge0000032146
hsa0000124691	gge0000030976
hsa0000124714	gge0000031025
hsa0000124730	gge0000031033
hsa0000124731	gge0000031033
hsa0000124746	gge0000040745
hsa0000124750	gge0000040895
hsa0000124753	gge0000040898
hsa0000124754	gge0000040900
hsa0000124756	gge0000040902
hsa0000124759	gge0000040905
hsa0000124889	gge0000031059
hsa0000124890	gge0000031060
hsa0000124898	gge0000040348
hsa0000124899	gge0000040348
hsa0000124908	gge0000040333
hsa0000124909	gge0000040333
hsa0000124918	gge0000040336
hsa0000124965	gge0000040253
hsa0000125021	gge0000041291
hsa0000125129	gge0000040555
hsa0000125130	gge0000040556
hsa0000125133	gge0000040559
hsa0000125135	gge0000040561
hsa0000125136	gge0000040561
hsa0000125154	gge0000040577
hsa0000125178	gge0000040598
hsa0000125196	gge0000040612
hsa0000125224	gge0000030556
hsa0000125315	gge0000037216
hsa0000125365	gge0000054280
hsa0000125366	gge0000054280
hsa0000125386	gge0000054296
hsa0000125390	gge0000054300
hsa0000125460	gge0000031620
hsa0000125545	gge0000040505
hsa0000125563	gge0000030422
hsa0000125564	gge0000030423
hsa0000125566	gge0000030426
hsa0000125595	gge0000036500
hsa0000125596	gge0000036501
hsa0000125660	gge0000037048
hsa0000125671	gge0000032045
hsa0000125700	gge0000032074
hsa0000125755	gge0000041164
hsa0000125756	gge0000041165
hsa0000125758	gge0000041167
hsa0000125767	gge0000040109
hsa0000125848	gge0000040360
hsa0000125890	gge0000031108
hsa0000125891	gge0000031109
hsa0000125894	gge0000031112
hsa0000125899	gge0000031117
hsa0000125912	gge0000031128
hsa0000126021	gge0000036112
hsa0000126023	gge0000036114
hsa0000126063	gge0000040116
hsa0000126073	gge0000038985
hsa0000126099	gge0000037916
hsa0000126103	gge0000037920
hsa0000126109	gge0000037925
hsa0000126113	gge0000037929
hsa0000126114	gge0000037930
hsa0000126117	gge0000037933
hsa0000126118	gge0000037934
hsa0000126120	gge0000037936
hsa0000126122	gge0000037938
hsa0000126125	gge0000037941
hsa0000126126	gge0000037942
hsa0000126145	gge0000037961
hsa0000126147	gge0000037963
hsa0000126159	gge0000037976
hsa0000126175	gge0000038926
hsa0000126255	gge0000038943
hsa0000126308	gge0000193837
hsa0000126316	gge0000193843
hsa0000126324	gge0000193850
hsa0000126325	gge0000193851
hsa0000126334	gge0000193859
hsa0000126415	gge0000030015
hsa0000126493	gge0000030494
hsa0000126496	gge0000030494
hsa0000126501	gge0000030911
hsa0000126534	gge0000194467
hsa0000126542	gge0000038676
hsa0000126739	gge0000031520
hsa0000126740	gge0000031521
hsa0000126741	gge0000031521
hsa0000126773	gge0000039116
hsa0000126800	gge0000038072
hsa0000126805	gge0000038073
hsa0000126806	gge0000038073
hsa0000126814	gge0000038079
hsa0000126816	gge0000038080
hsa0000126914	gge0000045626
hsa0000126935	gge0000037674
hsa0000126952	gge0000037682
hsa0000127072	gge0000031809
hsa0000127073	gge0000031854
hsa0000127077	gge0000031857
hsa0000127082	gge0000031862
hsa0000127083	gge0000031863
hsa0000127092	gge0000031871
hsa0000127100	gge0000031878
hsa0000127104	gge0000031882
hsa0000127215	gge0000037665
hsa0000127359	gge0000030282
hsa0000127398	gge0000031606
hsa0000127437	gge0000036322
hsa0000127499	gge0000040018
hsa0000127500	gge0000040018
hsa0000127508	gge0000040022
hsa0000127510	gge0000040023
hsa0000127529	gge0000036082
hsa0000127530	gge0000036083
hsa0000127532	gge0000036085
hsa0000127566	gge0000035991
hsa0000127748	gge0000193871
hsa0000127749	gge0000193871
hsa0000127753	gge0000193881
hsa0000127754	gge0000193881
hsa0000127755	gge0000193882
hsa0000127764	gge0000193887
hsa0000127880	gge0000038116
hsa0000127887	gge0000038123
hsa0000127890	gge0000038126
hsa0000127892	gge0000038128
hsa0000127904	gge0000038136
hsa0000128097	gge0000038524
hsa0000128333	gge0000054881
hsa0000128418	gge0000041186
hsa0000128465	gge0000041149
hsa0000128468	gge0000041155
hsa0000128472	gge0000041157
hsa0000128677	gge0000039867
hsa0000128693	gge0000039878
hsa0000128710	gge0000039893
hsa0000128809	gge0000038454
hsa0000128814	gge0000038456
hsa0000128815	gge0000038457
hsa0000128820	gge0000038462
hsa0000128821	gge0000038463
hsa0000128940	gge0000030253
hsa0000128954	gge0000030266
hsa0000129042	gge0000046096
hsa0000129045	gge0000046061
hsa0000129101	gge0000030837
hsa0000129143	gge0000036680
hsa0000129191	gge0000194807
hsa0000129196	gge0000194813
hsa0000129197	gge0000194815
hsa0000129426	gge0000038785
hsa0000129549	gge0000039952
hsa0000129577	gge0000046476
hsa0000129621	gge0000046520
hsa0000129701	gge0000040459
hsa0000129709	gge0000038396
hsa0000129713	gge0000038401
hsa0000129784	gge0000038695
hsa0000129797	gge0000038702
hsa0000129804	gge0000038707
hsa0000129826	gge0000031191
hsa0000129827	gge0000031192
hsa0000129836	gge0000031226
hsa0000129979	gge0000039833
hsa0000130051	gge0000033635
hsa0000130106	gge0000193990
hsa0000130107	gge0000193991
hsa0000130117	gge0000193980
hsa0000130123	gge0000036363
hsa0000130128	gge0000036368
hsa0000130129	gge0000036369
hsa0000130168	gge0000054887
hsa0000130173	gge0000054890
hsa0000130185	gge0000034297
hsa0000130190	gge0000034299
hsa0000130200	gge0000038431
hsa0000130221	gge0000069440
hsa0000130229	gge0000041067
hsa0000130241	gge0000038473
hsa0000130242	gge0000038473
hsa0000130255	gge0000038477
hsa0000130317	gge0000039698
hsa0000130318	gge0000039698
hsa0000130347	gge0000039741
hsa0000130396	gge0000034291
hsa0000130846	gge0000054820
hsa0000130888	gge0000054810
hsa0000131009	gge0000031731
hsa0000131011	gge0000031733
hsa0000131019	gge0000031740
hsa0000131023	gge0000031744
hsa0000131090	gge0000040631
hsa0000131091	gge0000040632
hsa0000131138	gge0000037805
hsa0000131293	gge0000040807
hsa0000131294	gge0000040807
hsa0000131331	gge0000040831
hsa0000131417	gge0000030038
hsa0000131423	gge0000030039
hsa0000131432	gge0000030048
hsa0000131433	gge0000030049
hsa0000131438	gge0000030053
hsa0000131446	gge0000030061
hsa0000131451	gge0000030066
hsa0000131456	gge0000030070
hsa0000131457	gge0000030071
hsa0000131459	gge0000030073
hsa0000131463	gge0000041026
hsa0000131482	gge0000037185
hsa0000131483	gge0000037188
hsa0000131483	gge0000037187
hsa0000131486	gge0000037189
hsa0000131487	gge0000037189
hsa0000131496	gge0000037195
hsa0000131500	gge0000037199
hsa0000131521	gge0000193417
hsa0000131662	gge0000037550
hsa0000131666	gge0000037552
hsa0000131670	gge0000037553
hsa0000131678	gge0000038143
hsa0000131776	gge0000071865
hsa0000131793	gge0000194003
hsa0000131802	gge0000194011
hsa0000131812	gge0000194020
hsa0000131869	gge0000072089
hsa0000131929	gge0000041090
hsa0000131935	gge0000041093
hsa0000131936	gge0000041094
hsa0000131940	gge0000041096
hsa0000131944	gge0000041100
hsa0000131945	gge0000041101
hsa0000131947	gge0000041103
hsa0000131954	gge0000041111
hsa0000131964	gge0000041118
hsa0000131969	gge0000041123
hsa0000132052	gge0000193408
hsa0000132072	gge0000062059
hsa0000132084	gge0000030740
hsa0000132133	gge0000032619
hsa0000132133	gge0000032579
hsa0000132177	gge0000066555
hsa0000132183	gge0000066556
hsa0000132200	gge0000036858
hsa0000132234	gge0000084233
hsa0000132236	gge0000084234
hsa0000132240	gge0000084237
hsa0000132308	gge0000084344
hsa0000132347	gge0000066044
hsa0000132387	gge0000032786
hsa0000132388	gge0000032787
hsa0000132624	gge0000038205
hsa0000132627	gge0000038206
hsa0000132648	gge0000038668
hsa0000132652	gge0000038671
hsa0000132697	gge0000070040
hsa0000132710	gge0000039814
hsa0000132716	gge0000039819
hsa0000132716	gge0000039818
hsa0000132717	gge0000039820
hsa0000132727	gge0000039823
hsa0000132730	gge0000039824
hsa0000132733	gge0000039824
hsa0000132736	gge0000039825
hsa0000132738	gge0000039826
hsa0000132741	gge0000039828
hsa0000132800	gge0000062070
hsa0000132803	gge0000062073
hsa0000132816	gge0000062083
hsa0000132821	gge0000062088
hsa0000132895	gge0000055016
hsa0000132965	gge0000039630
hsa0000132988	gge0000038945
hsa0000132989	gge0000038945
hsa0000132993	gge0000038949
hsa0000133076	gge0000037146
hsa0000133274	gge0000193649
hsa0000133290	gge0000193642
hsa0000133313	gge0000038166
hsa0000133318	gge0000038170
hsa0000133323	gge0000038174
hsa0000133392	gge0000195135
hsa0000133411	gge0000195153
hsa0000133416	gge0000195158
hsa0000133445	gge0000030271
hsa0000133597	gge0000072314
hsa0000133606	gge0000072322
hsa0000133607	gge0000072269
hsa0000133612	gge0000072270
hsa0000133614	gge0000072271
hsa0000133617	gge0000072273
hsa0000133618	gge0000072273
hsa0000133706	gge0000083093
hsa0000133818	gge0000084785
hsa0000133827	gge0000084792
hsa0000133884	gge0000076360
hsa0000133898	gge0000085452
hsa0000133904	gge0000085456
hsa0000133906	gge0000085458
hsa0000133925	gge0000081392
hsa0000134041	gge0000085445
hsa0000134055	gge0000085806
hsa0000134059	gge0000078050
hsa0000134061	gge0000078053
hsa0000134068	gge0000078061
hsa0000134069	gge0000078062
hsa0000134102	gge0000085587
hsa0000134103	gge0000085588
hsa0000134145	gge0000076561
hsa0000134270	gge0000084747
hsa0000134273	gge0000169193
hsa0000134308	gge0000167171
hsa0000134309	gge0000167173
hsa0000134310	gge0000167174
hsa0000134314	gge0000167178
hsa0000134315	gge0000167179
hsa0000134337	gge0000079026
hsa0000134357	gge0000085724
hsa0000134358	gge0000085725
hsa0000134362	gge0000085729
hsa0000134363	gge0000085730
hsa0000134373	gge0000085736
hsa0000134382	gge0000085741
hsa0000134385	gge0000085744
hsa0000134409	gge0000037408
hsa0000134472	gge0000169271
hsa0000134473	gge0000169271
hsa0000134493	gge0000078272
hsa0000134494	gge0000174641
hsa0000134495	gge0000078274
hsa0000134595	gge0000036897
hsa0000134599	gge0000036901
hsa0000134618	gge0000167523
hsa0000134643	gge0000167410
hsa0000134663	gge0000165512
hsa0000134679	gge0000165520
hsa0000134682	gge0000165522
hsa0000134719	gge0000166755
hsa0000134748	gge0000165551
hsa0000134763	gge0000165566
hsa0000134835	gge0000168330
hsa0000134836	gge0000168330
hsa0000134917	gge0000168231
hsa0000134958	gge0000169111
hsa0000134969	gge0000165950
hsa0000134977	gge0000165957
hsa0000135016	gge0000168982
hsa0000135101	gge0000166725
hsa0000135272	gge0000080400
hsa0000135272	gge0000078331
hsa0000135363	gge0000078996
hsa0000135381	gge0000084286
hsa0000135383	gge0000084289
hsa0000135386	gge0000084293
hsa0000135481	gge0000166026
hsa0000135602	gge0000165968
hsa0000135680	gge0000078781
hsa0000135731	gge0000082858
hsa0000135958	gge0000165662
hsa0000135959	gge0000165663
hsa0000135984	gge0000167634
hsa0000136004	gge0000077135
hsa0000136027	gge0000084724
hsa0000136029	gge0000084725
hsa0000136030	gge0000084726
hsa0000136134	gge0000165757
hsa0000136137	gge0000165718
hsa0000136138	gge0000165719
hsa0000136163	gge0000169395
hsa0000136165	gge0000169397
hsa0000136176	gge0000169404
hsa0000136177	gge0000169405
hsa0000136195	gge0000167389
hsa0000136196	gge0000167415
hsa0000136215	gge0000167430
hsa0000136220	gge0000167436
hsa0000136231	gge0000167294
hsa0000136231	gge0000167295
hsa0000136232	gge0000167296
hsa0000136233	gge0000167297
hsa0000136237	gge0000167301
hsa0000136238	gge0000167302
hsa0000136239	gge0000167303
hsa0000136245	gge0000167311
hsa0000136297	gge0000086224
hsa0000136299	gge0000086225
hsa0000136299	gge0000086224
hsa0000136404	gge0000169437
hsa0000136406	gge0000169437
hsa0000136458	gge0000167582
hsa0000136579	gge0000167540
hsa0000136583	gge0000167542
hsa0000136714	gge0000076280
hsa0000136729	gge0000165803
hsa0000136915	gge0000085972
hsa0000136922	gge0000085977
hsa0000137020	gge0000080853
hsa0000137021	gge0000080854
hsa0000137024	gge0000080858
hsa0000137037	gge0000081145
hsa0000137544	gge0000168624
hsa0000137650	gge0000036208
hsa0000137702	gge0000166311
hsa0000137704	gge0000166313
hsa0000137708	gge0000166316
hsa0000137712	gge0000079228
hsa0000137744	gge0000166785
hsa0000137747	gge0000166788
hsa0000137748	gge0000166789
hsa0000137810	gge0000168549
hsa0000137843	gge0000166365
hsa0000137856	gge0000080767
hsa0000137856	gge0000174750
hsa0000137856	gge0000080766
hsa0000137874	gge0000174761
hsa0000137877	gge0000174762
hsa0000137905	gge0000081331
hsa0000137935	gge0000168147
hsa0000138053	gge0000168072
hsa0000138208	gge0000169148
hsa0000138248	gge0000167160
hsa0000138345	gge0000165587
hsa0000138346	gge0000165588
hsa0000138357	gge0000165596
hsa0000138358	gge0000165597
hsa0000138359	gge0000165598
hsa0000138362	gge0000165602
hsa0000138619	gge0000076819
hsa0000138672	gge0000165475
hsa0000138679	gge0000165482
hsa0000138745	gge0000076965
hsa0000138838	gge0000135503
hsa0000139041	gge0000166893
hsa0000139051	gge0000081368
hsa0000139052	gge0000081368
hsa0000139055	gge0000081370
hsa0000139056	gge0000081371
hsa0000139060	gge0000081374
hsa0000139062	gge0000081375
hsa0000139063	gge0000081376
hsa0000139064	gge0000081377
hsa0000139065	gge0000081377
hsa0000139066	gge0000081378
hsa0000139225	gge0000165931
hsa0000139226	gge0000165931
hsa0000139450	gge0000166318
hsa0000139459	gge0000166324
hsa0000139460	gge0000166325
hsa0000139634	gge0000079594
hsa0000139636	gge0000079596
hsa0000139637	gge0000079597
hsa0000139682	gge0000167976
hsa0000139686	gge0000167980
hsa0000139687	gge0000167981
hsa0000139688	gge0000167982
hsa0000139713	gge0000167888
hsa0000139796	gge0000080728
hsa0000139803	gge0000080735
hsa0000139817	gge0000080749
hsa0000139934	gge0000166422
hsa0000139945	gge0000166431
hsa0000139964	gge0000166447
hsa0000139995	gge0000086000
hsa0000140039	gge0000086037
hsa0000140048	gge0000086049
hsa0000140281	gge0000037536
hsa0000140296	gge0000037520
hsa0000140384	gge0000078633
hsa0000140432	gge0000166138
hsa0000140541	gge0000166968
hsa0000140542	gge0000166968
hsa0000140683	gge0000169259
hsa0000140853	gge0000077146
hsa0000140858	gge0000076938
hsa0000140869	gge0000076945
hsa0000140871	gge0000077192
hsa0000140902	gge0000136644
hsa0000140904	gge0000136646
hsa0000140905	gge0000136647
hsa0000140913	gge0000136654
hsa0000140926	gge0000136662
hsa0000140942	gge0000085077
hsa0000140947	gge0000085081
hsa0000140955	gge0000085135
hsa0000140968	gge0000084612
hsa0000140975	gge0000084619
hsa0000140976	gge0000084620
hsa0000141007	gge0000168217
hsa0000141049	gge0000167334
hsa0000141064	gge0000167351
hsa0000141092	gge0000167726
hsa0000141112	gge0000167755
hsa0000141190	gge0000165917
hsa0000141191	gge0000165917
hsa0000141195	gge0000165921
hsa0000141197	gge0000165923
hsa0000141347	gge0000086152
hsa0000141355	gge0000086154
hsa0000141408	gge0000078614
hsa0000141482	gge0000085751
hsa0000141518	gge0000167794
hsa0000141519	gge0000167795
hsa0000141519	gge0000167794
hsa0000141520	gge0000167796
hsa0000141581	gge0000169375
hsa0000141602	gge0000165867
hsa0000141678	gge0000167957
hsa0000141684	gge0000167964
hsa0000141716	gge0000081301
hsa0000141721	gge0000081305
hsa0000141722	gge0000081306
hsa0000141725	gge0000081308
hsa0000141777	gge0000166990
hsa0000141784	gge0000165739
hsa0000141786	gge0000165741
hsa0000141850	gge0000166902
hsa0000141854	gge0000166905
hsa0000141882	gge0000081747
hsa0000141883	gge0000081748
hsa0000141886	gge0000081749
hsa0000141893	gge0000081757
hsa0000141901	gge0000083490
hsa0000141910	gge0000167445
hsa0000141957	gge0000167495
hsa0000141990	gge0000085852
hsa0000141993	gge0000085854
hsa0000141998	gge0000085858
hsa0000142023	gge0000085871
hsa0000142024	gge0000085872
hsa0000142032	gge0000165535
hsa0000142042	gge0000167283
hsa0000142054	gge0000167236
hsa0000142056	gge0000167238
hsa0000142100	gge0000167042
hsa0000142101	gge0000167043
hsa0000142103	gge0000167045
hsa0000142104	gge0000167046
hsa0000142171	gge0000167260
hsa0000142171	gge0000167259
hsa0000142175	gge0000167265
hsa0000142202	gge0000167822
hsa0000142206	gge0000167826
hsa0000142274	gge0000080257
hsa0000142344	gge0000081247
hsa0000142367	gge0000081273
hsa0000142481	gge0000085213
hsa0000142487	gge0000085218
hsa0000142608	gge0000086058
hsa0000142609	gge0000086059
hsa0000142610	gge0000086059
hsa0000142613	gge0000086062
hsa0000142620	gge0000086067
hsa0000142621	gge0000086068
hsa0000142622	gge0000086069
hsa0000142623	gge0000086070
hsa0000142624	gge0000086071
hsa0000142624	gge0000086072
hsa0000142627	gge0000086076
hsa0000142654	gge0000035384
hsa0000142690	gge0000168754
hsa0000142716	gge0000168797
hsa0000142730	gge0000168808
hsa0000142746	gge0000168826
hsa0000142755	gge0000168836
hsa0000142756	gge0000168837
hsa0000142757	gge0000168838
hsa0000142864	gge0000168470
hsa0000142886	gge0000037790
hsa0000142978	gge0000079967
hsa0000143130	gge0000169005
hsa0000143142	gge0000169012
hsa0000143205	gge0000036070
hsa0000143206	gge0000036070
hsa0000143208	gge0000036071
hsa0000143248	gge0000168534
hsa0000143372	gge0000080663
hsa0000143404	gge0000168365
hsa0000143415	gge0000168374
hsa0000143436	gge0000168392
hsa0000143436	gge0000168393
hsa0000143442	gge0000168398
hsa0000143444	gge0000168400
hsa0000143485	gge0000086197
hsa0000143490	gge0000086200
hsa0000143492	gge0000086202
hsa0000143502	gge0000086213
hsa0000143541	gge0000084601
hsa0000143542	gge0000084602
hsa0000143617	gge0000085460
hsa0000143618	gge0000085461
hsa0000143619	gge0000085462
hsa0000143621	gge0000085464
hsa0000143623	gge0000085466
hsa0000143661	gge0000085506
hsa0000143673	gge0000085515
hsa0000143762	gge0000168850
hsa0000143877	gge0000078841
hsa0000143891	gge0000084430
hsa0000143960	gge0000085653
hsa0000143967	gge0000085657
hsa0000143988	gge0000086085
hsa0000144011	gge0000083122
hsa0000144149	gge0000076635
hsa0000144150	gge0000076636
hsa0000144157	gge0000076641
hsa0000144159	gge0000076644
hsa0000144160	gge0000076644
hsa0000144160	gge0000076645
hsa0000144212	gge0000085304
hsa0000144275	gge0000084949
hsa0000144282	gge0000206950
hsa0000144293	gge0000206957
hsa0000144293	gge0000084961
hsa0000144294	gge0000206958
hsa0000144294	gge0000084962
hsa0000144303	gge0000081664
hsa0000144316	gge0000081676
hsa0000144317	gge0000081677
hsa0000144326	gge0000081685
hsa0000144327	gge0000081686
hsa0000144335	gge0000081690
hsa0000144343	gge0000081698
hsa0000144344	gge0000081699
hsa0000144346	gge0000168252
hsa0000144346	gge0000168253
hsa0000144480	gge0000094977
hsa0000144486	gge0000094987
hsa0000144655	gge0000093777
hsa0000144665	gge0000092039
hsa0000144692	gge0000092875
hsa0000144903	gge0000091027
hsa0000144904	gge0000091027
hsa0000144968	gge0000092022
hsa0000144970	gge0000092024
hsa0000144977	gge0000092032
hsa0000144978	gge0000092033
hsa0000144979	gge0000092034
hsa0000144980	gge0000092035
hsa0000145071	gge0000095207
hsa0000145181	gge0000004586
hsa0000145196	gge0000004595
hsa0000145215	gge0000013028
hsa0000145327	gge0000012644
hsa0000145373	gge0000011150
hsa0000145376	gge0000011152
hsa0000145494	gge0000011387
hsa0000145521	gge0000096194
hsa0000145523	gge0000096196
hsa0000145527	gge0000007038
hsa0000145533	gge0000007043
hsa0000145600	gge0000178600
hsa0000145604	gge0000178604
hsa0000145605	gge0000178605
hsa0000145610	gge0000178610
hsa0000145612	gge0000178612
hsa0000145618	gge0000178618
hsa0000145619	gge0000178619
hsa0000145625	gge0000178625
hsa0000145721	gge0000180294
hsa0000145726	gge0000180298
hsa0000145817	gge0000092348
hsa0000145818	gge0000092349
hsa0000145822	gge0000092353
hsa0000145828	gge0000013406
hsa0000145831	gge0000013408
hsa0000145840	gge0000013416
hsa0000145853	gge0000013428
hsa0000145855	gge0000013430
hsa0000145857	gge0000013432
hsa0000145926	gge0000179046
hsa0000145959	gge0000011199
hsa0000145964	gge0000011202
hsa0000145983	gge0000179345
hsa0000146526	gge0000098793
hsa0000146913	gge0000006785
hsa0000146967	gge0000094892
hsa0000146983	gge0000098147
hsa0000147023	gge0000180265
hsa0000147025	gge0000180268
hsa0000147028	gge0000180271
hsa0000147033	gge0000180276
hsa0000147036	gge0000180279
hsa0000147123	gge0000205727
hsa0000147168	gge0000003423
hsa0000147207	gge0000093741
hsa0000147237	gge0000094821
hsa0000147619	gge0000093825
hsa0000147711	gge0000093842
hsa0000147716	gge0000093847
hsa0000147738	gge0000097572
hsa0000147747	gge0000097574
hsa0000147748	gge0000097574
hsa0000147770	gge0000179537
hsa0000147801	gge0000012848
hsa0000147805	gge0000012850
hsa0000147907	gge0000098950
hsa0000148131	gge0000179906
hsa0000148136	gge0000179911
hsa0000148139	gge0000179915
hsa0000148607	gge0000094676
hsa0000148610	gge0000094679
hsa0000148731	gge0000003915
hsa0000148799	gge0000095409
hsa0000148835	gge0000095245
hsa0000148840	gge0000095336
hsa0000148900	gge0000178970
hsa0000148968	gge0000112330
hsa0000149056	gge0000097809
hsa0000149066	gge0000097804
hsa0000149252	gge0000094456
hsa0000149397	gge0000098576
hsa0000149397	gge0000098577
hsa0000149398	gge0000098578
hsa0000149417	gge0000098590
hsa0000149472	gge0000094507
hsa0000149494	gge0000180243
hsa0000149497	gge0000180245
hsa0000149511	gge0000178319
hsa0000149733	gge0000012015
hsa0000149738	gge0000012022
hsa0000149821	gge0000093753
hsa0000149956	gge0000005210
hsa0000149966	gge0000094612
hsa0000149966	gge0000094611
hsa0000149967	gge0000094614
hsa0000149968	gge0000094617
hsa0000149975	gge0000094624
hsa0000149977	gge0000094626
hsa0000149981	gge0000097950
hsa0000149986	gge0000097956
hsa0000149987	gge0000097957
hsa0000150375	gge0000002671
hsa0000150376	gge0000002671
hsa0000150550	gge0000091082
hsa0000150608	gge0000090934
hsa0000150622	gge0000095508
hsa0000150633	gge0000093792
hsa0000150635	gge0000093794
hsa0000150638	gge0000093797
hsa0000150640	gge0000093799
hsa0000150645	gge0000093804
hsa0000150648	gge0000093808
hsa0000150705	gge0000091624
hsa0000150719	gge0000091634
hsa0000151098	gge0000004853
hsa0000151099	gge0000004853
hsa0000151183	gge0000179139
hsa0000151187	gge0000179143
hsa0000151196	gge0000179127
hsa0000151205	gge0000179136
hsa0000151238	gge0000096202
hsa0000151248	gge0000096213
hsa0000151256	gge0000096221
hsa0000151288	gge0000096388
hsa0000151527	gge0000179367
hsa0000151529	gge0000179369
hsa0000151941	gge0000094813
hsa0000151942	gge0000094813
hsa0000152134	gge0000091458
hsa0000152149	gge0000091468
hsa0000152197	gge0000011530
hsa0000152200	gge0000011531
hsa0000152242	gge0000007151
hsa0000152247	gge0000007156
hsa0000152300	gge0000007205
hsa0000152373	gge0000178520
hsa0000152389	gge0000002469
hsa0000152415	gge0000178375
hsa0000152656	gge0000178337
hsa0000152733	gge0000097099
hsa0000152775	gge0000011888
hsa0000152796	gge0000096105
hsa0000152801	gge0000096108
hsa0000152802	gge0000096109
hsa0000152803	gge0000096110
hsa0000152810	gge0000096115
hsa0000152851	gge0000001677
hsa0000152853	gge0000001678
hsa0000153036	gge0000094582
hsa0000153037	gge0000094582
hsa0000153046	gge0000094590
hsa0000153048	gge0000094591
hsa0000153050	gge0000094593
hsa0000153274	gge0000178482
hsa0000153409	gge0000012570
hsa0000153440	gge0000180095
hsa0000153664	gge0000207956
hsa0000153671	gge0000207961
hsa0000153807	gge0000002618
hsa0000153815	gge0000002625
hsa0000153833	gge0000002639
hsa0000153859	gge0000012727
hsa0000153874	gge0000091946
hsa0000153885	gge0000091956
hsa0000154115	gge0000097638
hsa0000154116	gge0000097638
hsa0000154118	gge0000097641
hsa0000154130	gge0000097649
hsa0000154250	gge0000179979
hsa0000154361	gge0000097998
hsa0000154561	gge0000092747
hsa0000154592	gge0000092758
hsa0000154628	gge0000093606
hsa0000154724	gge0000006523
hsa0000154887	gge0000094949
hsa0000154896	gge0000094960
hsa0000154961	gge0000092829
hsa0000155020	gge0000012155
hsa0000155103	gge0000096803
hsa0000155107	gge0000096805
hsa0000155360	gge0000005748
hsa0000155468	gge0000096310
hsa0000155713	gge0000206803
hsa0000155742	gge0000206837
hsa0000156057	gge0000178856
hsa0000156057	gge0000178250
hsa0000156080	gge0000178670
hsa0000156093	gge0000178676
hsa0000156145	gge0000097819
hsa0000156173	gge0000012939
hsa0000156400	gge0000093905
hsa0000156479	gge0000178703
hsa0000156482	gge0000178704
hsa0000156486	gge0000178705
hsa0000156598	gge0000097274
hsa0000156640	gge0000096226
hsa0000156641	gge0000096227
hsa0000156755	gge0000005170
hsa0000156848	gge0000094159
hsa0000156986	gge0000095700
hsa0000157001	gge0000095707
hsa0000157074	gge0000098529
hsa0000157092	gge0000098539
hsa0000157093	gge0000098539
hsa0000157129	gge0000094432
hsa0000157251	gge0000097218
hsa0000157288	gge0000179478
hsa0000157356	gge0000179411
hsa0000157411	gge0000093485
hsa0000157436	gge0000095429
hsa0000157437	gge0000095429
hsa0000157439	gge0000095430
hsa0000157455	gge0000095445
hsa0000157462	gge0000090866
hsa0000157463	gge0000090867
hsa0000157465	gge0000090869
hsa0000157506	gge0000098056
hsa0000157517	gge0000098066
hsa0000157519	gge0000098068
hsa0000157531	gge0000098079
hsa0000157618	gge0000001165
hsa0000157752	gge0000096852
hsa0000157768	gge0000093354
hsa0000157769	gge0000093355
hsa0000157771	gge0000093356
hsa0000157775	gge0000093358
hsa0000157776	gge0000093358
hsa0000157777	gge0000093358
hsa0000157783	gge0000093361
hsa0000157785	gge0000093362
hsa0000157787	gge0000093363
hsa0000157790	gge0000093365
hsa0000157792	gge0000093367
hsa0000157794	gge0000093368
hsa0000157818	gge0000178662
hsa0000157821	gge0000178664
hsa0000157847	gge0000012304
hsa0000157858	gge0000012309
hsa0000157865	gge0000012315
hsa0000157879	gge0000012322
hsa0000157880	gge0000012322
hsa0000157881	gge0000012323
hsa0000157883	gge0000012324
hsa0000157892	gge0000012329
hsa0000158170	gge0000095553
hsa0000158172	gge0000095555
hsa0000158231	gge0000178348
hsa0000158232	gge0000178349
hsa0000158242	gge0000006941
hsa0000158243	gge0000006941
hsa0000158244	gge0000006943
hsa0000158246	gge0000006944
hsa0000158253	gge0000006950
hsa0000158254	gge0000006951
