hsa	sce
ENSG00000136738	YHR108W
ENSG00000136738	YNR006W
ENSG00000242441	YOR194C
ENSG00000188706	YLR246W
ENSG00000130810	YDR312W
ENSG00000130810	YHR066W
ENSG00000107937	YPL093W
ENSG00000066777	YNL297C
ENSG00000066777	YJR031C
ENSG00000066777	YEL022W
ENSG00000130811	YDR429C
ENSG00000123737	YDR280W
ENSG00000156697	YML093W
ENSG00000108883	YKL173W
ENSG00000148377	YPL117C
ENSG00000168090	YOR261C
ENSG00000160539	YJL134W
ENSG00000160539	YKR053C
ENSG00000168806	YOL141W
ENSG00000128789	YKL206C
ENSG00000104093	YJR033C
ENSG00000105364	YML025C
ENSG00000101049	YGR092W
ENSG00000101049	YPR111W
ENSG00000145386	YGR108W
ENSG00000145386	YPR119W
ENSG00000145386	YDL155W
ENSG00000145386	YLR210W
ENSG00000145386	YMR199W
ENSG00000145386	YPL256C
ENSG00000145386	YGR109C
ENSG00000145386	YPR120C
ENSG00000085415	YGL100W
ENSG00000122121	YBL091C
ENSG00000181085	YHR030C
ENSG00000181085	YKL161C
ENSG00000213923	YHR135C
ENSG00000213923	YER123W
ENSG00000213923	YNL154C
ENSG00000168439	YNL121C
ENSG00000168439	YHR117W
ENSG00000198818	YBL102W
ENSG00000095906	YIL003W
ENSG00000124532	YPL060W
ENSG00000124532	YOR334W
ENSG00000118564	YJR090C
ENSG00000125835	YER029C
ENSG00000063854	YDR272W
ENSG00000063854	YOR040W
ENSG00000232119	YER007C-A
ENSG00000197361	YJR090C
ENSG00000033800	YOR156C
ENSG00000033800	YDR409W
ENSG00000100592	YNL271C
ENSG00000108179	YDR155C
ENSG00000108179	YML078W
ENSG00000198887	YOL034W
ENSG00000145191	YDR211W
ENSG00000171806	YIL110W
ENSG00000112144	YMR216C
ENSG00000112144	YHR030C
ENSG00000112144	YKL161C
ENSG00000103043	YLR386W
ENSG00000115020	YFR019W
ENSG00000171804	YDR364C
ENSG00000164398	YER015W
ENSG00000164398	YBR041W
ENSG00000164398	YIL009W
ENSG00000164398	YMR246W
ENSG00000164398	YOR317W
ENSG00000179520	YOL162W
ENSG00000179520	YOL163W
ENSG00000095981	YJL093C
ENSG00000089234	YHL010C
ENSG00000103274	YGL091C
ENSG00000101438	YNL101W
ENSG00000101438	YJR001W
ENSG00000101438	YER119C
ENSG00000101438	YBL089W
ENSG00000187260	YFL009W
ENSG00000187260	YER066W
ENSG00000187260	YKR036C
ENSG00000187260	YJL112W
ENSG00000101442	YNL059C
ENSG00000132507	YEL034W
ENSG00000132507	YJR047C
ENSG00000135597	YKR019C
ENSG00000135597	YJL083W
ENSG00000135597	YBL047C
ENSG00000144736	YIL104C
ENSG00000111666	YNL130C
ENSG00000111666	YHR123W
ENSG00000163872	YPL129W
ENSG00000163872	YOR213C
ENSG00000166676	YDR084C
ENSG00000059573	YHR033W
ENSG00000059573	YDR300C
ENSG00000121897	YOR196C
ENSG00000138185	YEL042W
ENSG00000248098	YER178W
ENSG00000178814	YKL215C
ENSG00000103356	YOL033W
ENSG00000130699	YMR005W
ENSG00000179091	YOR065W
ENSG00000156395	YBL017C
ENSG00000156395	YIL173W
ENSG00000156395	YNR065C
ENSG00000156395	YCR100C
ENSG00000156395	YJL222W
ENSG00000156395	YCR099C
ENSG00000143228	YOL069W
ENSG00000173208	YPL147W
ENSG00000124155	YHR188C
ENSG00000004779	YKL192C
ENSG00000127249	YOR291W
ENSG00000127249	YDR270W
ENSG00000127249	YDR039C
ENSG00000127249	YDR040C
ENSG00000127249	YDR038C
ENSG00000127249	YGL167C
ENSG00000127249	YGL008C
ENSG00000127249	YPL036W
ENSG00000236396	YMR253C
ENSG00000236396	YPL264C
ENSG00000255112	YKR035W-A
ENSG00000107798	YLR020C
ENSG00000107798	YLL012W
ENSG00000166821	YOL147C
ENSG00000168530	YGL106W
ENSG00000235173	YGR187C
ENSG00000125352	YLR323C
ENSG00000166851	YMR001C
ENSG00000153107	YNL172W
ENSG00000104205	YGR092W
ENSG00000104205	YPR111W
ENSG00000163682	YHR147C
ENSG00000163082	YJL134W
ENSG00000163082	YKR053C
ENSG00000197444	YIL125W
ENSG00000145331	YOL093W
ENSG00000155876	YML121W
ENSG00000162063	YGR108W
ENSG00000162063	YPR119W
ENSG00000162063	YDL155W
ENSG00000162063	YLR210W
ENSG00000162063	YMR199W
ENSG00000162063	YPL256C
ENSG00000162063	YGR109C
ENSG00000162063	YPR120C
ENSG00000165417	YOR194C
ENSG00000096060	YDR519W
ENSG00000163577	YEL034W
ENSG00000163577	YJR047C
ENSG00000157064	YLR328W
ENSG00000157064	YGR010W
ENSG00000146151	YNL104C
ENSG00000146151	YOR108W
ENSG00000146151	YDL131W
ENSG00000146151	YDL182W
ENSG00000273899	YDR412W
ENSG00000134001	YJR007W
ENSG00000109339	YMR216C
ENSG00000109339	YHR030C
ENSG00000109339	YKL161C
ENSG00000059588	YDL112W
ENSG00000198682	YKL001C
ENSG00000166484	YHR030C
ENSG00000166484	YKL161C
ENSG00000033050	YER036C
ENSG00000130520	YER112W
ENSG00000213930	YBR018C
ENSG00000189369	YER025W
ENSG00000138138	YER047C
ENSG00000138138	YPL074W
ENSG00000181704	YGL198W
ENSG00000162851	YPL266W
ENSG00000185883	YEL027W
ENSG00000143353	YLR118C
ENSG00000107758	YDL134C
ENSG00000107758	YDL188C
ENSG00000075826	YDL195W
ENSG00000148308	YBR123C
ENSG00000146039	YOL162W
ENSG00000146039	YOL163W
ENSG00000100196	YBL040C
ENSG00000100201	YNL112W
ENSG00000262814	YGL068W
ENSG00000124568	YOL162W
ENSG00000124568	YOL163W
ENSG00000183048	YLR348C
ENSG00000133935	YER044C
ENSG00000039650	YMR156C
ENSG00000163751	YHR132C
ENSG00000124564	YOL162W
ENSG00000124564	YOL163W
ENSG00000106105	YBR121C
ENSG00000106105	YPR081C
ENSG00000283697	YJR147W
ENSG00000283697	YGL073W
ENSG00000128311	YOR251C
ENSG00000037474	YBL024W
ENSG00000277157	YBR009C
ENSG00000277157	YNL030W
ENSG00000101849	YBR103W
ENSG00000157823	YJL024C
ENSG00000103245	YNL240C
ENSG00000112941	YOL115W
ENSG00000112941	YNL299W
ENSG00000081181	YPL111W
ENSG00000100568	YMR197C
ENSG00000175550	YER159C
ENSG00000257335	YBR229C
ENSG00000068394	YOR148C
ENSG00000115233	YFR004W
ENSG00000268738	YJR147W
ENSG00000268738	YGL073W
ENSG00000169551	YHR164C
ENSG00000169551	YLR430W
ENSG00000100554	YEL051W
ENSG00000163902	YJL002C
ENSG00000123131	YML028W
ENSG00000123131	YDR453C
ENSG00000104412	YJR088C
ENSG00000169427	YJL093C
ENSG00000100883	YPR088C
ENSG00000134070	YGL021W
ENSG00000134070	YBL009W
ENSG00000087365	YMR240C
ENSG00000225830	YJR035W
ENSG00000148296	YKL082C
ENSG00000070748	YML042W
ENSG00000133597	YPL109C
ENSG00000148303	YHL033C
ENSG00000148303	YLL045C
ENSG00000157020	YLR208W
ENSG00000105865	YLR405W
ENSG00000148290	YGR112W
ENSG00000187714	YPR156C
ENSG00000187714	YGR138C
ENSG00000057252	YNR019W
ENSG00000057252	YCR048W
ENSG00000099949	YHR158C
ENSG00000099949	YGR238C
ENSG00000099949	YGL197W
ENSG00000099949	YER132C
ENSG00000068366	YBR041W
ENSG00000148248	YGR284C
ENSG00000198586	YDL028C
ENSG00000166986	YGR264C
ENSG00000128510	YHR132C
ENSG00000180011	YCR102C
ENSG00000180011	YNL134C
ENSG00000180011	YLR460C
ENSG00000180011	YMR083W
ENSG00000180011	YMR303C
ENSG00000180011	YOL086C
ENSG00000180011	YBR145W
ENSG00000180011	YAL061W
ENSG00000180011	YAL060W
ENSG00000180011	YMR318C
ENSG00000180011	YCR105W
ENSG00000180011	YBL069W
ENSG00000180011	YER101C
ENSG00000180011	YBL068W-A
ENSG00000106484	YBR204C
ENSG00000106484	YGR110W
ENSG00000198258	YNR032C-A
ENSG00000174669	YAL022C
ENSG00000167881	YPL243W
ENSG00000148300	YOL080C
ENSG00000115268	YNR037C
ENSG00000172315	YGR262C
ENSG00000101161	YBR055C
ENSG00000101161	YDR416W
ENSG00000253626	YEL034W
ENSG00000253626	YJR047C
ENSG00000204410	YDL154W
ENSG00000174502	YPR003C
ENSG00000007255	YOR115C
ENSG00000100983	YOL049W
ENSG00000099984	YGR201C
ENSG00000099984	YPL048W
ENSG00000099984	YKL081W
ENSG00000160326	YGL104C
ENSG00000160326	YBR241C
ENSG00000160326	YJL219W
ENSG00000160326	YHR094C
ENSG00000160326	YFL011W
ENSG00000160326	YNR072W
ENSG00000160326	YDR345C
ENSG00000160326	YDR342C
ENSG00000160326	YOL156W
ENSG00000160326	YJL214W
ENSG00000160326	YDR343C
ENSG00000160326	YDL245C
ENSG00000160326	YLR081W
ENSG00000160326	YJR158W
ENSG00000160326	YHR096C
ENSG00000160326	YEL069C
ENSG00000160326	YHR092C
ENSG00000160326	YMR011W
ENSG00000160326	YDL194W
ENSG00000160326	YDL138W
ENSG00000160326	YJR160C
ENSG00000160326	YBR298C
ENSG00000160326	YGR289C
ENSG00000160326	YDL247W
ENSG00000099956	YLR321C
ENSG00000099956	YBR289W
ENSG00000008988	YHL015W
ENSG00000165449	YOL119C
ENSG00000165449	YOR306C
ENSG00000226784	YKL152C
ENSG00000226784	YOL056W
ENSG00000226784	YDL021W
ENSG00000187325	YMR236W
ENSG00000168496	YKL113C
ENSG00000166974	YER016W
ENSG00000117650	YAR018C
ENSG00000099899	YKR056W
ENSG00000173726	YGR082W
ENSG00000079156	YPL145C
ENSG00000079156	YOR237W
ENSG00000152382	YPL254W
ENSG00000092108	YDR189W
ENSG00000112855	YPR033C
ENSG00000119414	YDL047W
ENSG00000233927	YLR264W
ENSG00000233927	YOR167C
ENSG00000100401	YMR235C
ENSG00000136933	YHR158C
ENSG00000136933	YGR238C
ENSG00000136933	YGL197W
ENSG00000136933	YER132C
ENSG00000153391	YEL044W
ENSG00000075399	YML097C
ENSG00000024048	YGR184C
ENSG00000024048	YLR024C
ENSG00000167994	YNL272C
ENSG00000264364	YDR424C
ENSG00000131165	YKR035W-A
ENSG00000112357	YDR030C
ENSG00000112357	YEL056W
ENSG00000083168	YOR244W
ENSG00000105438	YBL040C
ENSG00000037897	YDL201W
ENSG00000105447	YMR131C
ENSG00000082212	YKL029C
ENSG00000168393	YJR057W
ENSG00000122728	YGR274C
ENSG00000063177	YOL120C
ENSG00000063177	YNL301C
ENSG00000221823	YKL190W
ENSG00000129673	YDR071C
ENSG00000007392	YDL087C
ENSG00000076043	YLR059C
ENSG00000136371	YER183C
ENSG00000163660	YPR025C
ENSG00000063176	YOR171C
ENSG00000063176	YLR260W
ENSG00000099960	YCL025C
ENSG00000099960	YDR508C
ENSG00000099960	YDR046C
ENSG00000099960	YBR068C
ENSG00000099960	YPL274W
ENSG00000099960	YLL061W
ENSG00000099960	YNL270C
ENSG00000099960	YEL063C
ENSG00000171453	YPR110C
ENSG00000130066	YEL066W
ENSG00000130066	YPR193C
ENSG00000103707	YBL013W
ENSG00000141458	YPL006W
ENSG00000087053	YJR110W
ENSG00000163635	YGL066W
ENSG00000170027	YDR099W
ENSG00000166855	YBR227C
ENSG00000196839	YNL141W
ENSG00000149591	YOR367W
ENSG00000137819	YOL002C
ENSG00000137819	YDR492W
ENSG00000205858	YPL213W
ENSG00000075624	YFL039C
ENSG00000124571	YDR335W
ENSG00000137818	YDR382W
ENSG00000137818	YOL039W
ENSG00000137818	YDL081C
ENSG00000170445	YPR033C
ENSG00000066027	YOR014W
ENSG00000181038	YBR271W
ENSG00000116711	YMR006C
ENSG00000116711	YOL011W
ENSG00000116711	YMR008C
ENSG00000116711	YNL012W
ENSG00000170734	YDR419W
ENSG00000151092	YPL096W
ENSG00000082014	YNR023W
ENSG00000082014	YCR052W
ENSG00000082014	YOR295W
ENSG00000082014	YMR233W
ENSG00000123684	YDR018C
ENSG00000123684	YBR042C
ENSG00000078668	YIL114C
ENSG00000078668	YNL055C
ENSG00000203705	YMR262W
ENSG00000130176	YOR367W
ENSG00000135164	YBR049C
ENSG00000135164	YDR026C
ENSG00000153037	YML105C
ENSG00000204394	YGR094W
ENSG00000183665	YML005W
ENSG00000147687	YBL055C
ENSG00000151093	YER061C
ENSG00000130640	YHR172W
ENSG00000076351	YJL163C
ENSG00000214160	YBL082C
ENSG00000204392	YBL026W
ENSG00000104888	YOL162W
ENSG00000104888	YOL163W
ENSG00000204390	YPL106C
ENSG00000204390	YBR169C
ENSG00000204390	YKL073W
ENSG00000123569	YBL002W
ENSG00000123569	YDR224C
ENSG00000204435	YGL019W
ENSG00000176055	YDR272W
ENSG00000176055	YOR040W
ENSG00000077935	YJL074C
ENSG00000161618	YPL061W
ENSG00000161618	YOR374W
ENSG00000161618	YER073W
ENSG00000161618	YMR169C
ENSG00000161618	YMR170C
ENSG00000021762	YPL145C
ENSG00000021762	YOR237W
ENSG00000175166	YHR027C
ENSG00000175003	YML123C
ENSG00000108010	YDR098C
ENSG00000108010	YER174C
ENSG00000128989	YHR132W-A
ENSG00000128989	YNL157W
ENSG00000165934	YLR115W
ENSG00000142534	YDR025W
ENSG00000142534	YBR048W
ENSG00000241360	YDL236W
ENSG00000110619	YNL247W
ENSG00000184205	YKR048C
ENSG00000184205	YNL246W
ENSG00000165819	YGL192W
ENSG00000104687	YPL091W
ENSG00000185418	YIL078W
ENSG00000132581	YDL093W
ENSG00000132581	YDL095W
ENSG00000148672	YDL215C
ENSG00000174606	YMR285C
ENSG00000174606	YML118W
ENSG00000166562	YIR022W
ENSG00000109111	YGR116W
ENSG00000070371	YGL206C
ENSG00000116903	YBR102C
ENSG00000140479	YEL060C
ENSG00000140479	YOR003W
ENSG00000140479	YNL238W
ENSG00000141448	YKR034W
ENSG00000141448	YJL110C
ENSG00000167130	YGR036C
ENSG00000104695	YDL134C
ENSG00000104695	YDL188C
ENSG00000110090	YAR035W
ENSG00000160446	YLR246W
ENSG00000100994	YPR160W
ENSG00000106443	YPR031W
ENSG00000082516	YDR030C
ENSG00000082516	YEL056W
ENSG00000082516	YDR128W
ENSG00000168918	YNL106C
ENSG00000168918	YOR109W
ENSG00000204560	YNR011C
ENSG00000167136	YJL208C
ENSG00000198917	YMR310C
ENSG00000198917	YGR283C
ENSG00000069248	YKR082W
ENSG00000096717	YDL042C
ENSG00000096717	YOL068C
ENSG00000153339	YDR108W
ENSG00000171097	YJL060W
ENSG00000171097	YDR111C
ENSG00000171097	YLR089C
ENSG00000148719	YMR161W
ENSG00000101444	YER043C
ENSG00000107872	YJR090C
ENSG00000133997	YHR058C
ENSG00000110344	YDL190C
ENSG00000205089	YGR108W
ENSG00000205089	YPR119W
ENSG00000205089	YDL155W
ENSG00000205089	YLR210W
ENSG00000205089	YMR199W
ENSG00000205089	YPL256C
ENSG00000205089	YGR109C
ENSG00000205089	YPR120C
ENSG00000101464	YLR459W
ENSG00000002016	YML032C
ENSG00000002016	YDL059C
ENSG00000153140	YOR257W
ENSG00000082269	YGL144C
ENSG00000082269	YDL109C
ENSG00000069943	YGL142C
ENSG00000100167	YCR002C
ENSG00000137876	YLR009W
ENSG00000133985	YDR519W
ENSG00000160606	YJR116W
ENSG00000035687	YNL220W
ENSG00000086200	YPL125W
ENSG00000175283	YMR013C
ENSG00000100934	YHR035W
ENSG00000006607	YLR371W
ENSG00000006607	YGR070W
ENSG00000100150	YJR138W
ENSG00000204021	YLR020C
ENSG00000204021	YLL012W
ENSG00000101003	YDR013W
ENSG00000111684	YOR175C
ENSG00000182473	YJL085W
ENSG00000168476	YPR028W
ENSG00000132664	YNR003C
ENSG00000141447	YPL145C
ENSG00000141447	YOR237W
ENSG00000095321	YML042W
ENSG00000182400	YOR115C
ENSG00000101310	YPR181C
ENSG00000165694	YLR371W
ENSG00000165694	YGR070W
ENSG00000137825	YDR173C
ENSG00000143324	YIL047C
ENSG00000139197	YDR244W
ENSG00000139197	YMR018W
ENSG00000107443	YGR108W
ENSG00000107443	YPR119W
ENSG00000107443	YDL155W
ENSG00000107443	YLR210W
ENSG00000107443	YMR199W
ENSG00000107443	YPL256C
ENSG00000107443	YGR109C
ENSG00000107443	YPR120C
ENSG00000119616	YDR339C
ENSG00000102158	YML019W
ENSG00000102158	YOR085W
ENSG00000103932	YDR527W
ENSG00000141002	YDR333C
ENSG00000054796	YHL022C
ENSG00000197057	YGR232W
ENSG00000147383	YGL001C
ENSG00000101146	YER107C
ENSG00000130741	YER025W
ENSG00000168397	YNL223W
ENSG00000171100	YJR110W
ENSG00000106080	YDR519W
ENSG00000130714	YJR143C
ENSG00000168495	YDL150W
ENSG00000108963	YIL103W
ENSG00000101473	YJR019C
ENSG00000111199	YOR087W
ENSG00000104852	YIL061C
ENSG00000070915	YBR235W
ENSG00000001497	YKR063C
ENSG00000262664	YMR222C
ENSG00000262664	YHR049W
ENSG00000262664	YOR280C
ENSG00000097046	YDL017W
ENSG00000165171	YHR209W
ENSG00000165171	YER175C
ENSG00000185420	YPL165C
ENSG00000112146	YLR097C
ENSG00000100949	YJL031C
ENSG00000106344	YDL224C
ENSG00000106344	YNL197C
ENSG00000176623	YHR085W
ENSG00000179455	YPL054W
ENSG00000167721	YDL060W
ENSG00000165704	YKL127W
ENSG00000165704	YMR105C
ENSG00000069966	YOR212W
ENSG00000213638	YLR316C
ENSG00000130332	YNL147W
ENSG00000054392	YPL189W
ENSG00000054392	YGL084C
ENSG00000060971	YIL160C
ENSG00000099800	YGR181W
ENSG00000108187	YHR029C
ENSG00000025772	YOR057W
ENSG00000025772	YOR027W
ENSG00000025772	YNL121C
ENSG00000025772	YHR117W
ENSG00000112782	YGR201C
ENSG00000112782	YPL048W
ENSG00000112782	YKL081W
ENSG00000100796	YNL201C
ENSG00000172943	YER051W
ENSG00000099797	YDL015C
ENSG00000086848	YNL219C
ENSG00000108175	YOR156C
ENSG00000108175	YDR409W
ENSG00000139151	YPL268W
ENSG00000010017	YGL227W
ENSG00000078269	YNL106C
ENSG00000078269	YOR109W
ENSG00000177938	YKL007W
ENSG00000255561	YIL096C
ENSG00000134851	YBR187W
ENSG00000198909	YOR231W
ENSG00000198909	YPL140C
ENSG00000121211	YGL183C
ENSG00000116761	YAL012W
ENSG00000089195	YNL062C
ENSG00000142676	YDR237W
ENSG00000134597	YIR005W
ENSG00000156711	YMR216C
ENSG00000156711	YHR030C
ENSG00000156711	YKL161C
ENSG00000156711	YLR113W
ENSG00000179044	YIL068C
ENSG00000117308	YBR019C
ENSG00000096070	YPR031W
ENSG00000088766	YDL142C
ENSG00000111775	YGL191W
ENSG00000113013	YEL030W
ENSG00000113013	YJR045C
ENSG00000108424	YLR347C
ENSG00000088986	YDR424C
ENSG00000168701	YLR065C
ENSG00000110871	YML110C
ENSG00000139914	YGL126W
ENSG00000139914	YDR319C
ENSG00000135723	YNL271C
ENSG00000106588	YML092C
ENSG00000088826	YMR020W
ENSG00000076924	YDR416W
ENSG00000106591	YCR003W
ENSG00000163399	YDR270W
ENSG00000163399	YDR039C
ENSG00000163399	YDR040C
ENSG00000163399	YDR038C
ENSG00000163399	YGL008C
ENSG00000163399	YPL036W
ENSG00000134285	YDR519W
ENSG00000105821	YGR285C
ENSG00000135740	YDR456W
ENSG00000159111	YDL202W
ENSG00000154227	YHL003C
ENSG00000154227	YKL008C
ENSG00000181029	YDR472W
ENSG00000108055	YJL074C
ENSG00000130638	YCR054C
ENSG00000164338	YMR093W
ENSG00000169241	YDR443C
ENSG00000076984	YJL128C
ENSG00000256525	YBR121C
ENSG00000256525	YPR081C
ENSG00000161057	YKL145W
ENSG00000017483	YNL101W
ENSG00000017483	YJR001W
ENSG00000017483	YER119C
ENSG00000017483	YBL089W
ENSG00000151640	YLR420W
ENSG00000005469	YER024W
ENSG00000159714	YLR246W
ENSG00000104980	YIL022W
ENSG00000137094	YMR161W
ENSG00000073146	YLR430W
ENSG00000213380	YML071C
ENSG00000113615	YIL109C
ENSG00000113615	YNL049C
ENSG00000183765	YDL101C
ENSG00000132603	YPL211W
ENSG00000005471	YLR188W
ENSG00000005471	YPL270W
ENSG00000177239	YJR131W
ENSG00000175305	YGR108W
ENSG00000175305	YPR119W
ENSG00000175305	YDL155W
ENSG00000175305	YLR210W
ENSG00000175305	YMR199W
ENSG00000175305	YPL256C
ENSG00000175305	YGR109C
ENSG00000175305	YPR120C
ENSG00000197299	YMR190C
ENSG00000157315	YAR002C-A
ENSG00000157315	YGL002W
ENSG00000067829	YNL037C
ENSG00000067829	YCL018W
ENSG00000067829	YIL094C
ENSG00000185448	YIL159W
ENSG00000185448	YNL271C
ENSG00000085563	YLR188W
ENSG00000085563	YPL270W
ENSG00000130957	YLR377C
ENSG00000102024	YDR129C
ENSG00000250565	YOR332W
ENSG00000165140	YLR377C
ENSG00000107862	YNL297C
ENSG00000107862	YJR031C
ENSG00000107862	YEL022W
ENSG00000197102	YKR054C
ENSG00000162222	YDR519W
ENSG00000185359	YDR358W
ENSG00000185359	YHR108W
ENSG00000119392	YDL207W
ENSG00000143627	YAL038W
ENSG00000143627	YOR347C
ENSG00000168002	YDR404C
ENSG00000138768	YDL058W
ENSG00000162227	YGL112C
ENSG00000282419	YDL167C
ENSG00000171109	YBR179C
ENSG00000147813	YOR209C
ENSG00000161714	YPL268W
ENSG00000090316	YIL097W
ENSG00000196262	YDR155C
ENSG00000196262	YML078W
ENSG00000162231	YPL169C
ENSG00000181513	YGR037C
ENSG00000142657	YHR183W
ENSG00000142657	YGR256W
ENSG00000140564	YEL060C
ENSG00000140564	YOR003W
ENSG00000175766	YOL139C
ENSG00000101251	YLR207W
ENSG00000101251	YBL061C
ENSG00000101251	YER096W
ENSG00000182004	YOR159C
ENSG00000166793	YHR009C
ENSG00000104524	YER023W
ENSG00000136448	YLR195C
ENSG00000130768	YDR452W
ENSG00000032444	YML059C
ENSG00000114450	YOR212W
ENSG00000104522	YGL157W
ENSG00000104522	YOL151W
ENSG00000104522	YGL039W
ENSG00000104522	YDR541C
ENSG00000141446	YFR027W
ENSG00000111664	YOR212W
ENSG00000103723	YGR261C
ENSG00000164976	YBR229C
ENSG00000106853	YCR102C
ENSG00000106853	YNL134C
ENSG00000106853	YLR460C
ENSG00000106853	YMR083W
ENSG00000106853	YMR303C
ENSG00000106853	YOL086C
ENSG00000106853	YBR145W
ENSG00000106853	YAL061W
ENSG00000106853	YAL060W
ENSG00000106853	YMR318C
ENSG00000106853	YCR105W
ENSG00000106853	YBL069W
ENSG00000106853	YER101C
ENSG00000106853	YBL068W-A
ENSG00000175575	YKR036C
ENSG00000175575	YJL112W
ENSG00000099901	YDR002W
ENSG00000008869	YJL207C
ENSG00000170190	YOL119C
ENSG00000170190	YOR306C
ENSG00000111674	YHR174W
ENSG00000111674	YPL281C
ENSG00000111674	YGR254W
ENSG00000111674	YOR393W
ENSG00000111674	YMR323W
ENSG00000115816	YDR060W
ENSG00000136522	YLR439W
ENSG00000164708	YKL152C
ENSG00000164708	YOL056W
ENSG00000164708	YDL021W
ENSG00000184792	YPL145C
ENSG00000184792	YOR237W
ENSG00000041802	YGL099W
ENSG00000134107	YFR034C
ENSG00000130707	YOL058W
ENSG00000257365	YDL090C
ENSG00000170191	YER037W
ENSG00000170191	YGL224C
ENSG00000130985	YHR003C
ENSG00000130985	YKL027W
ENSG00000125450	YJR042W
ENSG00000106636	YKL196C
ENSG00000134109	YHR204W
ENSG00000154889	YIL039W
ENSG00000115828	YFR018C
ENSG00000007520	YOR006C
ENSG00000214517	YHR075C
ENSG00000116266	YDR164C
ENSG00000177108	YLR246W
ENSG00000100577	YGR201C
ENSG00000100577	YPL048W
ENSG00000100577	YKL081W
ENSG00000125447	YHL002W
ENSG00000125447	YDR358W
ENSG00000125447	YHR108W
ENSG00000125447	YNR006W
ENSG00000132676	YGL129C
ENSG00000111669	YDR050C
ENSG00000136813	YHL030W
ENSG00000172531	YML016C
ENSG00000204842	YGR178C
ENSG00000165240	YOR291W
ENSG00000165240	YDR270W
ENSG00000165240	YDR039C
ENSG00000165240	YDR040C
ENSG00000165240	YDR038C
ENSG00000165240	YGL167C
ENSG00000165240	YGL008C
ENSG00000165240	YPL036W
ENSG00000183828	YBR111C
ENSG00000161016	YFR031C-A
ENSG00000161016	YIL018W
ENSG00000275126	YBR009C
ENSG00000275126	YNL030W
ENSG00000066379	YJR063W
ENSG00000049541	YOL094C
ENSG00000005448	YFL009W
ENSG00000005448	YER066W
ENSG00000005448	YKR036C
ENSG00000005448	YJL112W
ENSG00000142541	YIL133C
ENSG00000142541	YNL069C
ENSG00000204619	YFR003C
ENSG00000175634	YCR091W
ENSG00000175634	YNR047W
ENSG00000175634	YBR028C
ENSG00000196455	YBR097W
ENSG00000125445	YJR113C
ENSG00000188566	YPR048W
ENSG00000125454	YGR096W
ENSG00000145604	YJR090C
ENSG00000151632	YOR120W
ENSG00000151632	YDR368W
ENSG00000151632	YDL124W
ENSG00000151632	YJR155W
ENSG00000151632	YNL331C
ENSG00000151632	YCR107W
ENSG00000151632	YDL243C
ENSG00000151632	YOL165C
ENSG00000151632	YMR041C
ENSG00000070770	YOR061W
ENSG00000070770	YIL035C
ENSG00000095564	YPL082C
ENSG00000009830	YAL023C
ENSG00000009830	YOR321W
ENSG00000017260	YDR270W
ENSG00000017260	YDR039C
ENSG00000017260	YDR040C
ENSG00000017260	YDR038C
ENSG00000017260	YGL167C
ENSG00000017260	YGL008C
ENSG00000017260	YPL036W
ENSG00000115282	YOR057W
ENSG00000115282	YNL121C
ENSG00000115282	YHR117W
ENSG00000175318	YHR080C
ENSG00000175318	YDR326C
ENSG00000175318	YFL042C
ENSG00000175318	YLR072W
ENSG00000138758	YCR002C
ENSG00000160803	YMR276W
ENSG00000132004	YKR036C
ENSG00000132004	YJL112W
ENSG00000165125	YOR087W
ENSG00000140488	YDL224C
ENSG00000140488	YNL197C
ENSG00000108298	YBL027W
ENSG00000108298	YBR084C-A
ENSG00000198356	YDL100C
ENSG00000145907	YNR051C
ENSG00000196305	YBL076C
ENSG00000162236	YLR026C
ENSG00000127412	YOR087W
ENSG00000181222	YDL140C
ENSG00000104889	YNL072W
ENSG00000204315	YDR519W
ENSG00000204315	YNL135C
ENSG00000204315	YML074C
ENSG00000204315	YLR449W
ENSG00000163468	YJL014W
ENSG00000132382	YEL055C
ENSG00000138363	YMR120C
ENSG00000138363	YLR028C
ENSG00000182934	YDR292C
ENSG00000164287	YGR225W
ENSG00000105131	YBR204C
ENSG00000105131	YGR110W
ENSG00000121274	YOL115W
ENSG00000121274	YNL299W
ENSG00000101019	YPL215W
ENSG00000138757	YNR051C
ENSG00000110063	YOR173W
ENSG00000110063	YLR270W
ENSG00000104643	YJR110W
ENSG00000073734	YLR188W
ENSG00000073734	YPL270W
ENSG00000243708	YMR006C
ENSG00000243708	YOL011W
ENSG00000243708	YMR008C
ENSG00000243708	YNL012W
ENSG00000204310	YDL052C
ENSG00000177710	YMR253C
ENSG00000177710	YPL264C
ENSG00000196792	YMR029C
ENSG00000182372	YJR116W
ENSG00000106327	YJR126C
ENSG00000106327	YPL176C
ENSG00000106327	YOR256C
ENSG00000101323	YML054C
ENSG00000090060	YKR002W
ENSG00000155508	YNR052C
ENSG00000125827	YDR518W
ENSG00000125827	YCL043C
ENSG00000203740	YBR261C
ENSG00000182621	YPL268W
ENSG00000188603	YJL059W
ENSG00000136875	YPR178W
ENSG00000172354	YOR212W
ENSG00000141497	YPL165C
ENSG00000119431	YER037W
ENSG00000119431	YGL224C
ENSG00000148218	YGL040C
ENSG00000142507	YJL001W
ENSG00000086717	YDL134C
ENSG00000086717	YDL188C
ENSG00000157869	YOR089C
ENSG00000157869	YNL093W
ENSG00000050748	YMR216C
ENSG00000050748	YHR030C
ENSG00000050748	YKL161C
