ENSG00000198888	ENSBTAG00000043558
ENSG00000204480	ENSBTAG00000012389
ENSG00000204480	ENSBTAG00000065411
ENSG00000204480	ENSBTAG00000053475
ENSG00000204480	ENSBTAG00000031507
ENSG00000204480	ENSBTAG00000046630
ENSG00000204480	ENSBTAG00000057242
ENSG00000204480	ENSBTAG00000051639
ENSG00000204480	ENSBTAG00000056669
ENSG00000167194	ENSBTAG00000048797
ENSG00000257315	ENSBTAG00000017352
ENSG00000059915	ENSBTAG00000003580
ENSG00000177272	ENSBTAG00000047879
ENSG00000212379	ENSBTAG00000043897
ENSG00000252271	ENSBTAG00000043897
ENSG00000207493	ENSBTAG00000043528
ENSG00000206952	ENSBTAG00000052133
ENSG00000281910	ENSBTAG00000043192
ENSG00000187140	ENSBTAG00000008501
ENSG00000011454	ENSBTAG00000039172
ENSG00000086288	ENSBTAG00000015353
ENSG00000258947	ENSBTAG00000023730
ENSG00000151418	ENSBTAG00000019890
ENSG00000207975	ENSBTAG00000029993
ENSG00000207759	ENSBTAG00000029849
ENSG00000212157	ENSBTAG00000042384
ENSG00000187688	ENSBTAG00000003014
ENSG00000116741	ENSBTAG00000020620
ENSG00000116741	ENSBTAG00000034366
ENSG00000072952	ENSBTAG00000007129
ENSG00000147481	ENSBTAG00000002448
ENSG00000124701	ENSBTAG00000005974
ENSG00000176092	ENSBTAG00000005629
ENSG00000204052	ENSBTAG00000025554
ENSG00000112246	ENSBTAG00000002294
ENSG00000277108	ENSBTAG00000057978
ENSG00000277370	ENSBTAG00000060524
ENSG00000277512	ENSBTAG00000066557
ENSG00000139193	ENSBTAG00000014725
ENSG00000160055	ENSBTAG00000009163
ENSG00000204887	ENSBTAG00000050460
ENSG00000112799	ENSBTAG00000031444
ENSG00000178502	ENSBTAG00000050549
ENSG00000070729	ENSBTAG00000005702
ENSG00000173786	ENSBTAG00000025762
ENSG00000265354	ENSBTAG00000011694
ENSG00000187045	ENSBTAG00000032152
ENSG00000112175	ENSBTAG00000012870
ENSG00000145321	ENSBTAG00000013718
ENSG00000260325	ENSBTAG00000024979
ENSG00000185245	ENSBTAG00000004909
ENSG00000137274	ENSBTAG00000006379
ENSG00000076604	ENSBTAG00000038990
ENSG00000116717	ENSBTAG00000013860
ENSG00000164362	ENSBTAG00000012567
ENSG00000283128	ENSBTAG00000000397
ENSG00000105298	ENSBTAG00000010373
ENSG00000146910	ENSBTAG00000000397
ENSG00000095574	ENSBTAG00000023847
ENSG00000196482	ENSBTAG00000010392
ENSG00000196367	ENSBTAG00000007113
ENSG00000197045	ENSBTAG00000054095
ENSG00000204414	ENSBTAG00000017220
ENSG00000107902	ENSBTAG00000010957
ENSG00000197299	ENSBTAG00000020301
ENSG00000124596	ENSBTAG00000005975
ENSG00000105404	ENSBTAG00000018633
ENSG00000234186	ENSBTAG00000020051
ENSG00000184363	ENSBTAG00000048098
ENSG00000205730	ENSBTAG00000057103
ENSG00000174238	ENSBTAG00000011480
ENSG00000126856	ENSBTAG00000002158
ENSG00000126856	ENSBTAG00000004538
ENSG00000126856	ENSBTAG00000009932
ENSG00000154328	ENSBTAG00000004769
ENSG00000119953	ENSBTAG00000000551
ENSG00000128016	ENSBTAG00000008573
ENSG00000151366	ENSBTAG00000065394
ENSG00000182809	ENSBTAG00000051673
ENSG00000152503	ENSBTAG00000014027
ENSG00000099875	ENSBTAG00000018049
ENSG00000252887	ENSBTAG00000076465
ENSG00000172613	ENSBTAG00000012141
ENSG00000140832	ENSBTAG00000007544
ENSG00000111664	ENSBTAG00000016043
ENSG00000223224	ENSBTAG00000043472
ENSG00000173848	ENSBTAG00000007648
ENSG00000106714	ENSBTAG00000006446
ENSG00000166509	ENSBTAG00000046772
ENSG00000063015	ENSBTAG00000015979
ENSG00000164209	ENSBTAG00000009667
ENSG00000008513	ENSBTAG00000001156
ENSG00000175595	ENSBTAG00000021773
ENSG00000019102	ENSBTAG00000022379
ENSG00000170293	ENSBTAG00000001710
ENSG00000129354	ENSBTAG00000021160
ENSG00000160716	ENSBTAG00000007517
ENSG00000137673	ENSBTAG00000004594
ENSG00000205269	ENSBTAG00000061554
ENSG00000131016	ENSBTAG00000014788
ENSG00000164332	ENSBTAG00000009103
ENSG00000203784	ENSBTAG00000032995
ENSG00000109332	ENSBTAG00000048761
ENSG00000203783	ENSBTAG00000070983
ENSG00000176945	ENSBTAG00000032819
ENSG00000159527	ENSBTAG00000021443
ENSG00000165731	ENSBTAG00000000570
ENSG00000118526	ENSBTAG00000021827
ENSG00000150977	ENSBTAG00000007804
ENSG00000112796	ENSBTAG00000015829
ENSG00000114021	ENSBTAG00000004833
ENSG00000166595	ENSBTAG00000013931
ENSG00000163218	ENSBTAG00000054765
ENSG00000110871	ENSBTAG00000015761
ENSG00000108641	ENSBTAG00000017790
ENSG00000207321	ENSBTAG00000073729
ENSG00000164694	ENSBTAG00000003938
ENSG00000163221	ENSBTAG00000012638
ENSG00000204628	ENSBTAG00000019648
ENSG00000186891	ENSBTAG00000015632
ENSG00000169908	ENSBTAG00000015163
ENSG00000176022	ENSBTAG00000037523
ENSG00000144820	ENSBTAG00000012140
ENSG00000240771	ENSBTAG00000018003
ENSG00000184163	ENSBTAG00000031631
ENSG00000159648	ENSBTAG00000012785
ENSG00000023902	ENSBTAG00000004852
ENSG00000171100	ENSBTAG00000014138
ENSG00000197774	ENSBTAG00000016553
ENSG00000177352	ENSBTAG00000013932
ENSG00000167523	ENSBTAG00000052192
ENSG00000230873	ENSBTAG00000020559
ENSG00000178075	ENSBTAG00000004971
ENSG00000159208	ENSBTAG00000021487
ENSG00000185559	ENSBTAG00000037899
ENSG00000146285	ENSBTAG00000005699
ENSG00000162148	ENSBTAG00000014830
ENSG00000168418	ENSBTAG00000016695
ENSG00000079313	ENSBTAG00000020232
ENSG00000277481	ENSBTAG00000019884
ENSG00000180616	ENSBTAG00000017136
ENSG00000119421	ENSBTAG00000004295
ENSG00000212657	ENSBTAG00000069163
ENSG00000189051	ENSBTAG00000057293
ENSG00000119471	ENSBTAG00000031295
ENSG00000108064	ENSBTAG00000003546
ENSG00000214978	ENSBTAG00000062236
ENSG00000135100	ENSBTAG00000021795
ENSG00000169962	ENSBTAG00000051410
ENSG00000183914	ENSBTAG00000008605
ENSG00000171217	ENSBTAG00000073294
ENSG00000188994	ENSBTAG00000046612
ENSG00000119599	ENSBTAG00000008713
ENSG00000177200	ENSBTAG00000002287
ENSG00000110448	ENSBTAG00000013730
ENSG00000152661	ENSBTAG00000001835
ENSG00000162825	ENSBTAG00000056165
ENSG00000105426	ENSBTAG00000018052
ENSG00000197977	ENSBTAG00000002497
ENSG00000148773	ENSBTAG00000002444
ENSG00000187726	ENSBTAG00000003682
ENSG00000111962	ENSBTAG00000051913
ENSG00000112659	ENSBTAG00000019908
ENSG00000183318	ENSBTAG00000040014
ENSG00000273604	ENSBTAG00000048067
ENSG00000013725	ENSBTAG00000018367
ENSG00000275489	ENSBTAG00000044056
ENSG00000136485	ENSBTAG00000003500
ENSG00000141971	ENSBTAG00000003914
ENSG00000107731	ENSBTAG00000014270
ENSG00000165716	ENSBTAG00000021928
ENSG00000047457	ENSBTAG00000012164
ENSG00000165724	ENSBTAG00000012144
ENSG00000259224	ENSBTAG00000016370
ENSG00000257008	ENSBTAG00000064235
ENSG00000176769	ENSBTAG00000065448
ENSG00000164729	ENSBTAG00000016370
ENSG00000229571	ENSBTAG00000024791
ENSG00000229571	ENSBTAG00000068537
ENSG00000229571	ENSBTAG00000052938
ENSG00000229571	ENSBTAG00000012389
ENSG00000229571	ENSBTAG00000065411
ENSG00000229571	ENSBTAG00000053475
ENSG00000229571	ENSBTAG00000031507
ENSG00000229571	ENSBTAG00000046630
ENSG00000229571	ENSBTAG00000057242
ENSG00000229571	ENSBTAG00000051639
ENSG00000229571	ENSBTAG00000056669
ENSG00000176927	ENSBTAG00000064742
ENSG00000148356	ENSBTAG00000012844
ENSG00000049245	ENSBTAG00000064040
ENSG00000108091	ENSBTAG00000003189
ENSG00000049247	ENSBTAG00000048839
ENSG00000165863	ENSBTAG00000013763
ENSG00000284981	ENSBTAG00000020524
ENSG00000183828	ENSBTAG00000048010
ENSG00000228049	ENSBTAG00000048046
ENSG00000171206	ENSBTAG00000021071
ENSG00000122545	ENSBTAG00000001182
ENSG00000199135	ENSBTAG00000029855
ENSG00000157895	ENSBTAG00000021796
ENSG00000163545	ENSBTAG00000018774
ENSG00000170921	ENSBTAG00000004249
ENSG00000105327	ENSBTAG00000050313
ENSG00000170348	ENSBTAG00000005694
ENSG00000186007	ENSBTAG00000034632
ENSG00000134970	ENSBTAG00000035030
ENSG00000135702	ENSBTAG00000063191
ENSG00000137392	ENSBTAG00000062808
ENSG00000259803	ENSBTAG00000011533
ENSG00000214113	ENSBTAG00000031432
ENSG00000119048	ENSBTAG00000010982
ENSG00000241973	ENSBTAG00000013971
ENSG00000132821	ENSBTAG00000004750
ENSG00000199059	ENSBTAG00000029815
ENSG00000119686	ENSBTAG00000040078
ENSG00000063169	ENSBTAG00000004138
ENSG00000143469	ENSBTAG00000046723
ENSG00000197586	ENSBTAG00000009881
ENSG00000164741	ENSBTAG00000015541
ENSG00000138834	ENSBTAG00000002211
ENSG00000129204	ENSBTAG00000020089
ENSG00000066468	ENSBTAG00000014064
ENSG00000183273	ENSBTAG00000004693
ENSG00000174886	ENSBTAG00000019025
ENSG00000163815	ENSBTAG00000018331
ENSG00000122126	ENSBTAG00000018247
ENSG00000137770	ENSBTAG00000015385
ENSG00000114019	ENSBTAG00000000742
ENSG00000105699	ENSBTAG00000017033
ENSG00000175336	ENSBTAG00000004384
ENSG00000089692	ENSBTAG00000034295
ENSG00000058729	ENSBTAG00000011763
ENSG00000118513	ENSBTAG00000012074
ENSG00000134769	ENSBTAG00000012307
ENSG00000110436	ENSBTAG00000012628
ENSG00000143816	ENSBTAG00000020267
ENSG00000185630	ENSBTAG00000013801
ENSG00000111554	ENSBTAG00000019738
ENSG00000123643	ENSBTAG00000016094
ENSG00000140093	ENSBTAG00000009894
ENSG00000144848	ENSBTAG00000009084
ENSG00000198918	ENSBTAG00000047136
ENSG00000156298	ENSBTAG00000008966
ENSG00000171246	ENSBTAG00000008940
ENSG00000187080	ENSBTAG00000007557
ENSG00000180433	ENSBTAG00000013789
ENSG00000162746	ENSBTAG00000014580
ENSG00000172156	ENSBTAG00000004129
ENSG00000178761	ENSBTAG00000005846
ENSG00000108700	ENSBTAG00000014113
ENSG00000121270	ENSBTAG00000010858
ENSG00000185888	ENSBTAG00000013977
ENSG00000134285	ENSBTAG00000015828
ENSG00000198965	ENSBTAG00000017778
ENSG00000196071	ENSBTAG00000013691
ENSG00000100764	ENSBTAG00000005426
ENSG00000108691	ENSBTAG00000060433
ENSG00000279804	ENSBTAG00000024791
ENSG00000279804	ENSBTAG00000068537
ENSG00000279804	ENSBTAG00000052938
ENSG00000279804	ENSBTAG00000012389
ENSG00000279804	ENSBTAG00000065411
ENSG00000279804	ENSBTAG00000053475
ENSG00000279804	ENSBTAG00000031507
ENSG00000279804	ENSBTAG00000046630
ENSG00000279804	ENSBTAG00000057242
ENSG00000279804	ENSBTAG00000051639
ENSG00000279804	ENSBTAG00000056669
ENSG00000188585	ENSBTAG00000068211
ENSG00000215912	ENSBTAG00000001642
ENSG00000104635	ENSBTAG00000019225
ENSG00000144837	ENSBTAG00000009391
ENSG00000270629	ENSBTAG00000056165
ENSG00000125355	ENSBTAG00000017187
ENSG00000161929	ENSBTAG00000055017
ENSG00000139194	ENSBTAG00000008127
ENSG00000137802	ENSBTAG00000015142
ENSG00000136010	ENSBTAG00000006326
ENSG00000133398	ENSBTAG00000008130
ENSG00000206917	ENSBTAG00000054402
ENSG00000206917	ENSBTAG00000047651
ENSG00000092330	ENSBTAG00000002718
ENSG00000200997	ENSBTAG00000028990
ENSG00000108255	ENSBTAG00000005352
ENSG00000157219	ENSBTAG00000002891
ENSG00000113734	ENSBTAG00000002021
ENSG00000132613	ENSBTAG00000009358
ENSG00000130226	ENSBTAG00000021941
ENSG00000259207	ENSBTAG00000009987
ENSG00000179152	ENSBTAG00000016622
ENSG00000179002	ENSBTAG00000015246
ENSG00000186827	ENSBTAG00000015635
ENSG00000130119	ENSBTAG00000031564
ENSG00000180096	ENSBTAG00000021219
ENSG00000111424	ENSBTAG00000016414
ENSG00000165525	ENSBTAG00000004934
ENSG00000105649	ENSBTAG00000010635
ENSG00000146007	ENSBTAG00000005441
ENSG00000125744	ENSBTAG00000008185
ENSG00000178852	ENSBTAG00000064424
ENSG00000162779	ENSBTAG00000002164
ENSG00000170561	ENSBTAG00000047499
ENSG00000169258	ENSBTAG00000044035
ENSG00000140798	ENSBTAG00000044191
ENSG00000168671	ENSBTAG00000050563
ENSG00000168671	ENSBTAG00000002701
ENSG00000084444	ENSBTAG00000014322
ENSG00000274529	ENSBTAG00000033270
ENSG00000153922	ENSBTAG00000020860
ENSG00000111727	ENSBTAG00000020933
ENSG00000165934	ENSBTAG00000010227
ENSG00000286140	ENSBTAG00000001698
ENSG00000206811	ENSBTAG00000042394
ENSG00000207405	ENSBTAG00000042688
ENSG00000273587	ENSBTAG00000045327
ENSG00000179580	ENSBTAG00000009536
ENSG00000277613	ENSBTAG00000042384
ENSG00000183186	ENSBTAG00000047560
ENSG00000049883	ENSBTAG00000014675
ENSG00000268320	ENSBTAG00000073421
ENSG00000188629	ENSBTAG00000050244
ENSG00000188629	ENSBTAG00000035777
ENSG00000171819	ENSBTAG00000015340
ENSG00000221656	ENSBTAG00000037782
ENSG00000174109	ENSBTAG00000033395
ENSG00000183024	ENSBTAG00000039018
ENSG00000284395	ENSBTAG00000070038
ENSG00000197417	ENSBTAG00000000829
ENSG00000178878	ENSBTAG00000002362
ENSG00000197599	ENSBTAG00000000568
ENSG00000198182	ENSBTAG00000077262
ENSG00000120942	ENSBTAG00000014014
ENSG00000177602	ENSBTAG00000032372
ENSG00000110799	ENSBTAG00000012265
ENSG00000103152	ENSBTAG00000026422
ENSG00000101940	ENSBTAG00000018060
ENSG00000252840	ENSBTAG00000042795
ENSG00000091513	ENSBTAG00000007273
ENSG00000243905	ENSBTAG00000049551
ENSG00000252802	ENSBTAG00000043461
ENSG00000284733	ENSBTAG00000071251
ENSG00000284733	ENSBTAG00000075132
ENSG00000284733	ENSBTAG00000071428
ENSG00000158955	ENSBTAG00000002664
ENSG00000232258	ENSBTAG00000026381
ENSG00000251958	ENSBTAG00000076732
ENSG00000251958	ENSBTAG00000042294
ENSG00000251958	ENSBTAG00000070988
ENSG00000105058	ENSBTAG00000046846
ENSG00000105058	ENSBTAG00000078413
ENSG00000105058	ENSBTAG00000078254
ENSG00000105058	ENSBTAG00000072546
ENSG00000140945	ENSBTAG00000034373
ENSG00000286137	ENSBTAG00000040014
ENSG00000108433	ENSBTAG00000015958
ENSG00000179603	ENSBTAG00000054974
ENSG00000100373	ENSBTAG00000009913
ENSG00000166503	ENSBTAG00000018527
ENSG00000284662	ENSBTAG00000071251
ENSG00000284662	ENSBTAG00000075132
ENSG00000284662	ENSBTAG00000071428
ENSG00000223181	ENSBTAG00000042384
ENSG00000105143	ENSBTAG00000013502
ENSG00000212230	ENSBTAG00000042384
ENSG00000183484	ENSBTAG00000005647
ENSG00000200975	ENSBTAG00000045025
ENSG00000100227	ENSBTAG00000016511
ENSG00000174485	ENSBTAG00000017095
ENSG00000131686	ENSBTAG00000009515
ENSG00000159761	ENSBTAG00000018906
ENSG00000100441	ENSBTAG00000010666
ENSG00000057704	ENSBTAG00000014375
ENSG00000163581	ENSBTAG00000005386
ENSG00000168286	ENSBTAG00000006411
ENSG00000157680	ENSBTAG00000019980
ENSG00000102218	ENSBTAG00000005496
ENSG00000188038	ENSBTAG00000058261
ENSG00000065526	ENSBTAG00000018729
ENSG00000173391	ENSBTAG00000004547
ENSG00000159792	ENSBTAG00000018037
ENSG00000082458	ENSBTAG00000011291
ENSG00000145723	ENSBTAG00000038174
ENSG00000145723	ENSBTAG00000021471
ENSG00000197617	ENSBTAG00000017173
ENSG00000197617	ENSBTAG00000023918
ENSG00000105220	ENSBTAG00000006396
ENSG00000162923	ENSBTAG00000011785
ENSG00000129315	ENSBTAG00000005861
ENSG00000213398	ENSBTAG00000018043
ENSG00000119638	ENSBTAG00000016612
ENSG00000106436	ENSBTAG00000026273
ENSG00000164045	ENSBTAG00000009586
ENSG00000091704	ENSBTAG00000046169
ENSG00000164291	ENSBTAG00000020178
ENSG00000179588	ENSBTAG00000015766
ENSG00000182774	ENSBTAG00000000622
ENSG00000187510	ENSBTAG00000000818
ENSG00000099910	ENSBTAG00000020161
ENSG00000200456	ENSBTAG00000074566
ENSG00000124391	ENSBTAG00000061982
ENSG00000202039	ENSBTAG00000070180
ENSG00000202039	ENSBTAG00000044874
ENSG00000082213	ENSBTAG00000017569
ENSG00000179562	ENSBTAG00000003102
ENSG00000185669	ENSBTAG00000017528
ENSG00000139269	ENSBTAG00000006599
ENSG00000106328	ENSBTAG00000009365
ENSG00000139263	ENSBTAG00000002227
ENSG00000069764	ENSBTAG00000021522
ENSG00000185274	ENSBTAG00000008718
ENSG00000207340	ENSBTAG00000045121
ENSG00000201183	ENSBTAG00000045370
ENSG00000166200	ENSBTAG00000057601
ENSG00000166200	ENSBTAG00000013425
ENSG00000273841	ENSBTAG00000057772
ENSG00000188897	ENSBTAG00000013305
ENSG00000244242	ENSBTAG00000047996
ENSG00000155093	ENSBTAG00000004958
ENSG00000079482	ENSBTAG00000055120
ENSG00000143322	ENSBTAG00000015026
ENSG00000014216	ENSBTAG00000010230
ENSG00000172058	ENSBTAG00000034360
ENSG00000159753	ENSBTAG00000018900
ENSG00000125037	ENSBTAG00000003882
ENSG00000100124	ENSBTAG00000010789
ENSG00000242110	ENSBTAG00000018235
ENSG00000089060	ENSBTAG00000011103
ENSG00000163956	ENSBTAG00000000073
ENSG00000187391	ENSBTAG00000051262
ENSG00000121579	ENSBTAG00000007784
ENSG00000179673	ENSBTAG00000078014
ENSG00000100711	ENSBTAG00000003556
ENSG00000129993	ENSBTAG00000010927
ENSG00000035499	ENSBTAG00000017026
ENSG00000175175	ENSBTAG00000010788
ENSG00000200560	ENSBTAG00000078088
ENSG00000213218	ENSBTAG00000017220
ENSG00000145029	ENSBTAG00000000387
ENSG00000147160	ENSBTAG00000012281
ENSG00000069509	ENSBTAG00000003118
ENSG00000069509	ENSBTAG00000050139
ENSG00000069509	ENSBTAG00000001637
ENSG00000188766	ENSBTAG00000017678
ENSG00000100083	ENSBTAG00000006464
ENSG00000169946	ENSBTAG00000001649
ENSG00000267978	ENSBTAG00000059973
ENSG00000267978	ENSBTAG00000005749
ENSG00000267978	ENSBTAG00000048281
ENSG00000267978	ENSBTAG00000072487
ENSG00000267978	ENSBTAG00000075507
ENSG00000267978	ENSBTAG00000070701
ENSG00000267978	ENSBTAG00000055100
ENSG00000267978	ENSBTAG00000051911
ENSG00000267978	ENSBTAG00000048623
ENSG00000267978	ENSBTAG00000071005
ENSG00000267978	ENSBTAG00000071084
ENSG00000267978	ENSBTAG00000061257
ENSG00000163528	ENSBTAG00000015529
ENSG00000136487	ENSBTAG00000017220
ENSG00000197724	ENSBTAG00000012922
ENSG00000102038	ENSBTAG00000002292
ENSG00000212382	ENSBTAG00000043473
ENSG00000212382	ENSBTAG00000042079
ENSG00000127554	ENSBTAG00000017631
ENSG00000111700	ENSBTAG00000022329
ENSG00000105219	ENSBTAG00000046626
ENSG00000140153	ENSBTAG00000007007
ENSG00000178057	ENSBTAG00000018918
ENSG00000167600	ENSBTAG00000018240
ENSG00000252311	ENSBTAG00000045364
ENSG00000127184	ENSBTAG00000039555
ENSG00000127184	ENSBTAG00000073605
ENSG00000127184	ENSBTAG00000040564
ENSG00000079459	ENSBTAG00000012432
ENSG00000159692	ENSBTAG00000008480
ENSG00000116260	ENSBTAG00000014191
ENSG00000170345	ENSBTAG00000004322
ENSG00000113905	ENSBTAG00000001265
ENSG00000112984	ENSBTAG00000008758
ENSG00000207639	ENSBTAG00000036371
ENSG00000199130	ENSBTAG00000029848
ENSG00000227500	ENSBTAG00000045762
ENSG00000139767	ENSBTAG00000008676
ENSG00000119681	ENSBTAG00000021957
ENSG00000167004	ENSBTAG00000017196
ENSG00000136488	ENSBTAG00000017220
ENSG00000137752	ENSBTAG00000050239
ENSG00000150048	ENSBTAG00000030424
ENSG00000101194	ENSBTAG00000001829
ENSG00000148343	ENSBTAG00000010653
ENSG00000109101	ENSBTAG00000013095
ENSG00000266074	ENSBTAG00000016776
ENSG00000163946	ENSBTAG00000019748
ENSG00000048462	ENSBTAG00000049285
ENSG00000130035	ENSBTAG00000017378
ENSG00000136237	ENSBTAG00000015539
ENSG00000158486	ENSBTAG00000018560
ENSG00000141564	ENSBTAG00000002883
ENSG00000089327	ENSBTAG00000031441
ENSG00000089041	ENSBTAG00000008948
ENSG00000137642	ENSBTAG00000014611
ENSG00000197576	ENSBTAG00000075715
ENSG00000088320	ENSBTAG00000014176
ENSG00000101489	ENSBTAG00000004940
ENSG00000170615	ENSBTAG00000009296
ENSG00000179454	ENSBTAG00000020042
ENSG00000114853	ENSBTAG00000017365
ENSG00000213347	ENSBTAG00000005010
ENSG00000101452	ENSBTAG00000004039
ENSG00000238482	ENSBTAG00000076692
ENSG00000100605	ENSBTAG00000009845
ENSG00000251692	ENSBTAG00000005148
ENSG00000113790	ENSBTAG00000019625
ENSG00000180185	ENSBTAG00000033015
ENSG00000181847	ENSBTAG00000011921
ENSG00000151006	ENSBTAG00000031551
ENSG00000164405	ENSBTAG00000009479
ENSG00000106991	ENSBTAG00000008997
ENSG00000205022	ENSBTAG00000023752
ENSG00000151923	ENSBTAG00000004080
ENSG00000173702	ENSBTAG00000010382
ENSG00000158748	ENSBTAG00000007996
ENSG00000020633	ENSBTAG00000050474
ENSG00000198865	ENSBTAG00000033221
ENSG00000138613	ENSBTAG00000010641
ENSG00000202300	ENSBTAG00000071747
ENSG00000202300	ENSBTAG00000073728
ENSG00000005381	ENSBTAG00000011616
ENSG00000181019	ENSBTAG00000020632
ENSG00000169964	ENSBTAG00000016731
ENSG00000163885	ENSBTAG00000019402
ENSG00000005379	ENSBTAG00000046321
ENSG00000159388	ENSBTAG00000063257
ENSG00000116254	ENSBTAG00000040477
ENSG00000140519	ENSBTAG00000005471
ENSG00000068796	ENSBTAG00000015022
ENSG00000012983	ENSBTAG00000014792
ENSG00000004399	ENSBTAG00000001814
ENSG00000166546	ENSBTAG00000009762
ENSG00000138160	ENSBTAG00000009383
ENSG00000198959	ENSBTAG00000016208
ENSG00000175318	ENSBTAG00000046391
ENSG00000061273	ENSBTAG00000026819
ENSG00000224578	ENSBTAG00000006815
ENSG00000196497	ENSBTAG00000002707
ENSG00000008710	ENSBTAG00000020619
ENSG00000173673	ENSBTAG00000066558
ENSG00000205116	ENSBTAG00000023784
ENSG00000184056	ENSBTAG00000000026
ENSG00000149243	ENSBTAG00000015087
ENSG00000178104	ENSBTAG00000001564
ENSG00000284353	ENSBTAG00000029982
ENSG00000213246	ENSBTAG00000063664
ENSG00000170525	ENSBTAG00000008401
ENSG00000168004	ENSBTAG00000032730
ENSG00000163884	ENSBTAG00000008313
ENSG00000007952	ENSBTAG00000016761
ENSG00000185614	ENSBTAG00000012322
ENSG00000197584	ENSBTAG00000011377
ENSG00000100206	ENSBTAG00000005936
ENSG00000162139	ENSBTAG00000025931
ENSG00000091592	ENSBTAG00000020433
ENSG00000125868	ENSBTAG00000015434
ENSG00000180914	ENSBTAG00000071678
ENSG00000172818	ENSBTAG00000012656
ENSG00000149295	ENSBTAG00000010860
ENSG00000179021	ENSBTAG00000077845
ENSG00000203896	ENSBTAG00000007501
ENSG00000144741	ENSBTAG00000037972
ENSG00000167461	ENSBTAG00000038696
ENSG00000170965	ENSBTAG00000006293
ENSG00000109756	ENSBTAG00000012450
ENSG00000101290	ENSBTAG00000006066
ENSG00000008056	ENSBTAG00000005042
ENSG00000101558	ENSBTAG00000017279
ENSG00000110172	ENSBTAG00000013615
ENSG00000230268	ENSBTAG00000073386
ENSG00000230268	ENSBTAG00000071979
ENSG00000230268	ENSBTAG00000073298
ENSG00000213265	ENSBTAG00000020183
ENSG00000105146	ENSBTAG00000048283
ENSG00000105146	ENSBTAG00000070264
ENSG00000266265	ENSBTAG00000052251
ENSG00000039600	ENSBTAG00000020491
ENSG00000183166	ENSBTAG00000043969
ENSG00000157514	ENSBTAG00000045877
ENSG00000178460	ENSBTAG00000000620
ENSG00000242372	ENSBTAG00000011263
ENSG00000131437	ENSBTAG00000025477
ENSG00000207705	ENSBTAG00000029915
ENSG00000008226	ENSBTAG00000008567
ENSG00000142538	ENSBTAG00000001062
ENSG00000200059	ENSBTAG00000043461
ENSG00000206630	ENSBTAG00000042751
ENSG00000167971	ENSBTAG00000037945
ENSG00000117152	ENSBTAG00000046277
ENSG00000007264	ENSBTAG00000006619
ENSG00000100095	ENSBTAG00000006569
ENSG00000141646	ENSBTAG00000006919
ENSG00000185742	ENSBTAG00000050066
ENSG00000205678	ENSBTAG00000024826
ENSG00000182685	ENSBTAG00000009945
ENSG00000172575	ENSBTAG00000021872
ENSG00000184207	ENSBTAG00000009951
ENSG00000157211	ENSBTAG00000020036
ENSG00000165259	ENSBTAG00000051806
ENSG00000167968	ENSBTAG00000009964
ENSG00000126500	ENSBTAG00000048264
ENSG00000143552	ENSBTAG00000004987
ENSG00000187049	ENSBTAG00000021517
ENSG00000110047	ENSBTAG00000050712
ENSG00000106479	ENSBTAG00000039594
ENSG00000141429	ENSBTAG00000011206
ENSG00000156162	ENSBTAG00000013621
ENSG00000127377	ENSBTAG00000003019
ENSG00000205937	ENSBTAG00000009969
ENSG00000205937	ENSBTAG00000046336
ENSG00000148429	ENSBTAG00000019488
ENSG00000198183	ENSBTAG00000017098
ENSG00000164707	ENSBTAG00000003864
ENSG00000121236	ENSBTAG00000048999
ENSG00000225526	ENSBTAG00000024991
ENSG00000113889	ENSBTAG00000005122
ENSG00000187017	ENSBTAG00000006515
ENSG00000221994	ENSBTAG00000038589
ENSG00000266826	ENSBTAG00000007797
ENSG00000170464	ENSBTAG00000002286
ENSG00000240871	ENSBTAG00000072842
ENSG00000240871	ENSBTAG00000056481
ENSG00000240871	ENSBTAG00000058782
ENSG00000240871	ENSBTAG00000064990
ENSG00000240871	ENSBTAG00000054462
ENSG00000240871	ENSBTAG00000064362
ENSG00000240871	ENSBTAG00000072675
ENSG00000263429	ENSBTAG00000065177
ENSG00000198954	ENSBTAG00000014561
ENSG00000186393	ENSBTAG00000030548
ENSG00000110887	ENSBTAG00000018831
ENSG00000008324	ENSBTAG00000075277
ENSG00000138668	ENSBTAG00000013952
ENSG00000090512	ENSBTAG00000017531
ENSG00000198216	ENSBTAG00000020887
ENSG00000165695	ENSBTAG00000004092
ENSG00000171858	ENSBTAG00000070257
ENSG00000109943	ENSBTAG00000005193
ENSG00000078061	ENSBTAG00000005039
ENSG00000189320	ENSBTAG00000017427
ENSG00000165672	ENSBTAG00000008731
ENSG00000275616	ENSBTAG00000074417
ENSG00000275616	ENSBTAG00000045620
ENSG00000275616	ENSBTAG00000049357
ENSG00000275616	ENSBTAG00000074087
ENSG00000275616	ENSBTAG00000073500
ENSG00000275616	ENSBTAG00000072903
ENSG00000273709	ENSBTAG00000074417
ENSG00000273709	ENSBTAG00000045620
ENSG00000273709	ENSBTAG00000049357
ENSG00000273709	ENSBTAG00000074087
ENSG00000273709	ENSBTAG00000073500
ENSG00000273709	ENSBTAG00000072903
ENSG00000274432	ENSBTAG00000074417
ENSG00000274432	ENSBTAG00000045620
ENSG00000274432	ENSBTAG00000049357
ENSG00000274432	ENSBTAG00000074087
ENSG00000274432	ENSBTAG00000073500
