hsa	gge	isohsa	isogge	exoniden
ENSG00000125510	ENSGALG00010023269	ENST00000355631	ENSGALT00010056747	hsa0000254031-gge0000154976|0.63;hsa0000254032-gge0000154977|0.73;hsa0000254033-gge0000154979|0.74
ENSG00000125510	ENSGALG00010023269	ENST00000349451	ENSGALT00010056747	hsa0000254031-gge0000154976|0.63;hsa0000254032-gge0000154977|0.73;hsa0000254033-gge0000154979|0.74
ENSG00000184887	ENSGALG00010017119	ENST00000392554	ENSGALT00010041307	hsa0000197701-gge0000089115|0.65;hsa0000197703-gge0000089116|0.85;hsa0000197705-gge0000089117|0.82;hsa0000197706-gge0000089118|0.83
ENSG00000121274	ENSGALG00010024080	ENST00000561678	ENSGALT00010058692	hsa0000217601-gge0000141648|0.68;hsa0000217603-gge0000141649|0.78;hsa0000217604-gge0000141650|0.89;hsa0000217606-gge0000141651|0.8;hsa0000217607-gge0000141652|0.87;hsa0000217608-gge0000141653|0.92;hsa0000217609-gge0000141654|0.84;hsa0000217610-gge0000141655|0.88;hsa0000217611-gge0000141656|0.83;hsa0000217613-gge0000141657|0.83;hsa0000217616-gge0000141658|0.74;hsa0000217617-gge0000141659|0.82
ENSG00000182197	ENSGALG00010009091	ENST00000378204	ENSGALT00010021648	hsa0000128807-gge0000038453|0.81;hsa0000128809-gge0000038454|0.88;hsa0000128811-gge0000038455|0.88;hsa0000128814-gge0000038456|0.97;hsa0000128815-gge0000038457|0.92;hsa0000128816-gge0000038458|0.79;hsa0000128817-gge0000038459|0.91;hsa0000128818-gge0000038460|0.82;hsa0000128819-gge0000038461|0.88;hsa0000128820-gge0000038462|0.89;hsa0000128821-gge0000038463|0.9
ENSG00000138757	ENSGALG00010002459	ENST00000677171	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000678123	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000678578	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000677876	ENSGALT00010005672	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000676839	ENSGALT00010005672	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000678265	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000678552	ENSGALT00010005672	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000676584	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000676974	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000677583	ENSGALT00010005672	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000677606	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000678798	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000677620	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000679281	ENSGALT00010005672	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000677333	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000676470	ENSGALT00010005672	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000678971	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000677265	ENSGALT00010005672	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000678122	ENSGALT00010005672	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000678100	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000678062	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000676666	ENSGALT00010005672	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000395719	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000359707	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000677201	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000678273	ENSGALT00010005672	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000677125	ENSGALT00010005672	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000357854	ENSGALT00010005672	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000677566	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000138757	ENSGALG00010002459	ENST00000677162	ENSGALT00010005682	hsa0000068818-gge0000061805|0.83;hsa0000068819-gge0000061806|0.85;hsa0000068824-gge0000061808|0.75;hsa0000068827-gge0000061810|0.81;hsa0000068833-gge0000061811|0.82;hsa0000068836-gge0000061813|0.76;hsa0000068838-gge0000061815|0.96;hsa0000068839-gge0000061816|0.81;hsa0000068841-gge0000061818|0.78;hsa0000068843-gge0000061819|0.82;hsa0000068845-gge0000061820|0.84
ENSG00000205363	ENSGALG00010023605	ENST00000569673	ENSGALT00010057466	hsa0000206619-gge0000131858|0.67;hsa0000206622-gge0000131859|0.67
ENSG00000152254	ENSGALG00010025362	ENST00000375363	ENSGALT00010061928	hsa0000031444-gge0000106708|0.8;hsa0000031445-gge0000106710|0.82;hsa0000031447-gge0000106711|0.74;hsa0000031448-gge0000106712|0.88;hsa0000031450-gge0000106713|0.69
ENSG00000104643	ENSGALG00010011967	ENST00000221086	ENSGALT00010028643	hsa0000128822-gge0000055169|0.78;hsa0000128823-gge0000055170|0.84;hsa0000128826-gge0000055171|0.72;hsa0000128827-gge0000055172|0.77;hsa0000128828-gge0000055173|0.75;hsa0000128829-gge0000055174|0.8;hsa0000128830-gge0000055175|0.76;hsa0000128831-gge0000055176|0.81;hsa0000128832-gge0000055177|0.78;hsa0000128833-gge0000055179|0.64
ENSG00000170807	ENSGALG00010001695	ENST00000458573	ENSGALT00010003890	hsa0000106053-gge0000001488|0.8;hsa0000106054-gge0000001490|0.7;hsa0000106056-gge0000001493|0.81
ENSG00000170807	ENSGALG00010001695	ENST00000458573	ENSGALT00010003893	hsa0000106053-gge0000001488|0.8;hsa0000106054-gge0000001489|0.69;hsa0000106056-gge0000001493|0.81
ENSG00000106299	ENSGALG00010001686	ENST00000223023	ENSGALT00010003869	hsa0000106057-gge0000001444|0.86;hsa0000106058-gge0000001445|0.84;hsa0000106059-gge0000001446|0.94;hsa0000106060-gge0000001447|0.77;hsa0000106061-gge0000001448|0.83;hsa0000106062-gge0000001449|0.83;hsa0000106063-gge0000001450|0.91;hsa0000106064-gge0000001451|0.82;hsa0000106065-gge0000001453|0.78;hsa0000106066-gge0000001454|0.92;hsa0000106067-gge0000001455|0.89
ENSG00000140931	ENSGALG00010007102	ENST00000424011	ENSGALT00010016874	hsa0000217641-gge0000138278|0.62;hsa0000217642-gge0000138279|0.67;hsa0000217646-gge0000138280|0.74;hsa0000217648-gge0000138281|0.64;hsa0000217650-gge0000138282|0.79
ENSG00000140931	ENSGALG00010007102	ENST00000562707	ENSGALT00010016874	hsa0000217641-gge0000138278|0.62;hsa0000217642-gge0000138279|0.67;hsa0000217646-gge0000138280|0.74;hsa0000217648-gge0000138281|0.64;hsa0000217650-gge0000138282|0.79
ENSG00000140931	ENSGALG00010007102	ENST00000361909	ENSGALT00010016874	hsa0000217641-gge0000138278|0.62;hsa0000217642-gge0000138279|0.67;hsa0000217646-gge0000138280|0.74;hsa0000217648-gge0000138281|0.64;hsa0000217650-gge0000138282|0.79
ENSG00000140931	ENSGALG00010007102	ENST00000567572	ENSGALT00010016874	hsa0000217641-gge0000138278|0.62;hsa0000217642-gge0000138279|0.67;hsa0000217646-gge0000138280|0.74;hsa0000217648-gge0000138281|0.64;hsa0000217650-gge0000138282|0.79
ENSG00000140931	ENSGALG00010007102	ENST00000564060	ENSGALT00010016879	hsa0000217641-gge0000138278|0.62;hsa0000217642-gge0000138279|0.67;hsa0000217648-gge0000138281|0.64;hsa0000217650-gge0000138282|0.79
ENSG00000110080	ENSGALG00010024062	ENST00000356132	ENSGALT00010058652	hsa0000148920-gge0000179013|1.0;hsa0000148923-gge0000179019|0.67;hsa0000148928-gge0000179020|0.65;hsa0000148930-gge0000179021|0.69;hsa0000148931-gge0000179023|0.76;hsa0000148933-gge0000179024|0.72;hsa0000148934-gge0000179025|0.79;hsa0000148936-gge0000179026|0.78;hsa0000148939-gge0000179027|0.75;hsa0000148942-gge0000179028|0.86;hsa0000148945-gge0000179029|0.75
ENSG00000196792	ENSGALG00010005526	ENST00000355683	ENSGALT00010013236	hsa0000197727-gge0000086992|0.74;hsa0000197728-gge0000086993|0.88;hsa0000197730-gge0000086994|0.91;hsa0000197731-gge0000086995|0.82;hsa0000197733-gge0000086996|0.87;hsa0000197734-gge0000086997|0.81;hsa0000197736-gge0000086998|0.89;hsa0000197739-gge0000087001|0.99;hsa0000197741-gge0000087002|0.89;hsa0000197742-gge0000087003|0.96;hsa0000197743-gge0000087004|0.84;hsa0000197744-gge0000087005|0.88;hsa0000197745-gge0000087006|0.86;hsa0000197746-gge0000087007|0.9;hsa0000197747-gge0000087008|0.94;hsa0000197748-gge0000087009|0.89
ENSG00000196792	ENSGALG00010005526	ENST00000357479	ENSGALT00010013230	hsa0000197727-gge0000086992|0.74;hsa0000197728-gge0000086993|0.88;hsa0000197730-gge0000086994|0.91;hsa0000197731-gge0000086995|0.82;hsa0000197733-gge0000086996|0.87;hsa0000197734-gge0000086997|0.81;hsa0000197736-gge0000086998|0.89;hsa0000197737-gge0000086999|0.97;hsa0000197738-gge0000087000|0.91;hsa0000197739-gge0000087001|0.99;hsa0000197741-gge0000087002|0.89;hsa0000197742-gge0000087003|0.96;hsa0000197743-gge0000087004|0.84;hsa0000197744-gge0000087005|0.88;hsa0000197745-gge0000087006|0.86;hsa0000197746-gge0000087007|0.9;hsa0000197747-gge0000087008|0.94;hsa0000197748-gge0000087009|0.89
ENSG00000182372	ENSGALG00010002395	ENST00000519254	ENSGALT00010005496	hsa0000128838-gge0000046454|0.66;hsa0000128841-gge0000046455|0.66
ENSG00000182372	ENSGALG00010002395	ENST00000635751	ENSGALT00010005496	hsa0000128838-gge0000046454|0.66;hsa0000128841-gge0000046455|0.66
ENSG00000182372	ENSGALG00010002395	ENST00000331222	ENSGALT00010005496	hsa0000128838-gge0000046454|0.66;hsa0000128841-gge0000046455|0.66
ENSG00000182372	ENSGALG00010002395	ENST00000637156	ENSGALT00010005496	hsa0000128838-gge0000046454|0.66;hsa0000128841-gge0000046455|0.66
ENSG00000182372	ENSGALG00010002395	ENST00000637083	ENSGALT00010005496	hsa0000128838-gge0000046454|0.66;hsa0000128841-gge0000046455|0.66
ENSG00000182372	ENSGALG00010002395	ENST00000635970	ENSGALT00010005496	hsa0000128838-gge0000046454|0.66;hsa0000128841-gge0000046455|0.66
ENSG00000254726	ENSGALG00010028070	ENST00000532414	ENSGALT00010068018	hsa0000004847-gge0000199816|0.71;hsa0000004848-gge0000199818|0.77
ENSG00000205704	ENSGALG00010009708	ENST00000711329	ENSGALT00010023185	hsa0000279204-gge0000013867|0.82
ENSG00000205704	ENSGALG00010009708	ENST00000711329	ENSGALT00010023188	hsa0000279204-gge0000013867|0.82
ENSG00000205704	ENSGALG00010009708	ENST00000711329	ENSGALT00010023191	hsa0000279204-gge0000013867|0.82
ENSG00000205704	ENSGALG00010009708	ENST00000381348	ENSGALT00010023185	hsa0000279204-gge0000013867|0.82
ENSG00000205704	ENSGALG00010009708	ENST00000381348	ENSGALT00010023188	hsa0000279204-gge0000013867|0.82
ENSG00000205704	ENSGALG00010009708	ENST00000381348	ENSGALT00010023191	hsa0000279204-gge0000013867|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000330753	ENSGALT00010043063	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000330753	ENSGALT00010043067	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000330753	ENSGALT00010043071	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000330753	ENSGALT00010043073	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000330753	ENSGALT00010043075	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000330753	ENSGALT00010043076	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000330753	ENSGALT00010043079	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000330753	ENSGALT00010043082	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000330753	ENSGALT00010043086	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000330753	ENSGALT00010043088	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000554746	ENSGALT00010043063	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000554746	ENSGALT00010043067	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000554746	ENSGALT00010043071	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000554746	ENSGALT00010043073	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000554746	ENSGALT00010043075	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000554746	ENSGALT00010043076	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000554746	ENSGALT00010043079	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000554746	ENSGALT00010043082	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000554746	ENSGALT00010043086	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000554746	ENSGALT00010043088	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000682132	ENSGALT00010043063	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000682132	ENSGALT00010043067	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000682132	ENSGALT00010043071	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000682132	ENSGALT00010043073	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000682132	ENSGALT00010043075	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000682132	ENSGALT00010043076	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000682132	ENSGALT00010043079	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000682132	ENSGALT00010043082	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000682132	ENSGALT00010043086	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000682132	ENSGALT00010043088	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000683129	ENSGALT00010043063	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000683129	ENSGALT00010043067	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000683129	ENSGALT00010043071	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000683129	ENSGALT00010043073	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000683129	ENSGALT00010043075	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000683129	ENSGALT00010043076	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000683129	ENSGALT00010043079	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000683129	ENSGALT00010043082	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000683129	ENSGALT00010043086	hsa0000197750-gge0000089982|0.82
ENSG00000185070	ENSGALG00010017820	ENST00000683129	ENSGALT00010043088	hsa0000197750-gge0000089982|0.82
ENSG00000183723	ENSGALG00010010374	ENST00000394106	ENSGALT00010024809	hsa0000217653-gge0000139814|0.84;hsa0000217654-gge0000139816|0.83;hsa0000217656-gge0000139817|0.86;hsa0000217658-gge0000139818|0.68
ENSG00000183723	ENSGALG00010010374	ENST00000394106	ENSGALT00010024813	hsa0000217653-gge0000139815|0.85;hsa0000217654-gge0000139816|0.83;hsa0000217656-gge0000139817|0.86;hsa0000217658-gge0000139818|0.68
